Classified,Real
[1601.9540915],96400
[1540.56030738],128800
[1562.49969378],112500
[1541.73007743],119400
[1537.65300879],118100
[1574.06627765],132500
[1533.80333291],113300
[1649.71055094],109500
[1669.82679295],164700
[1630.99359593],125000
[1597.54745308],136700
[1612.03750701],150000
[1611.47180435],139200
[1614.75478932],143800
[1627.89730102],156500
[1627.5535328],151000
[1651.98941285],187100
[1739.56172815],239600
[1686.74346246],229700
[1720.14751014],257300
[1671.0525278],203300
[1715.74326265],231800
[1604.1698937],134700
[1610.41247457],115400
[1560.68371359],137000
[1627.70944124],137500
[1582.67626344],111700
[1553.00616308],126800
[1549.96001243],102300
[1570.31922193],131900
[1556.52551593],80600
[1685.04003481],80600
[1608.91808806],88800
[1586.15653569],98700
[1558.50545345],92300
[1577.61606151],94800
[1616.21468671],121400
[1585.43896746],102800
[1695.67321368],164400
[1638.18377335],156500
[1747.34752997],174200
[1710.89103124],163500
[1843.85417898],240700
[1624.70790082],198100
[1608.25980084],172800
[1756.70721424],336700
[1801.22177564],318200
[1662.90989739],157300
[1615.62928744],135300
[1646.67345961],136700
[1642.31755468],160700
[1673.812479],140600
[1690.57089612],144000
[1721.62238642],161900
[1656.79277001],156300
[1558.36528586],141900
[1565.61962514],90700
[1581.88629719],90600
[1584.07847226],107900
[1675.50848564],89500
[1562.65224016],93800
[1613.31999487],97500
[1555.72969023],91200
[1587.57744054],91400
[1639.19936015],96200
[1575.43593585],120100
[1596.30115966],100000
[1558.12841326],94700
[1569.52864928],85700
[1526.6753786],101400
[1567.70535991],72500
[1545.94815656],74100
[1533.96732914],70000
[1527.24988754],81800
[1503.68288972],81400
[1523.33564618],85800
[1588.79428593],87100
[1577.76843117],83500
[1531.75545109],83400
[1585.58719612],79700
[1587.2857558],82400
[1580.857128],97700
[1575.51025366],101600
[1580.32556275],84200
[1681.55973302],88900
[1578.67161927],87100
[1562.64637442],85100
[1573.88455491],82000
[1569.15032491],82100
[1588.48941806],98300
[1541.00445262],92300
[1540.75424195],90000
[1561.79741858],91700
[1752.26623565],279100
[1874.55288699],275400
[1679.71888016],250000
[1829.23966498],329800
[1729.27429725],195500
[1751.50424001],255900
[1621.78145613],330000
[1670.86172811],248900
[1601.70344028],130600
[1651.09399493],107900
[1643.04173882],111100
[1558.08854543],122000
[1666.46118868],118000
[1584.34563022],95200
[1680.63056022],92500
[1689.07259926],109400
[1603.7349871],129500
[1572.0469565],143400
[1644.94259616],98200
[1755.03149636],103100
[1654.19036755],270900
[1686.28306318],256100
[1708.15503814],206300
[1673.38712027],350000
[1696.07399074],270600
[1766.26709747],261300
[1890.80864004],232200
[1839.09595694],374400
[2008.08685338],430500
[1713.19540922],346800
[1757.67453569],327100
[1689.67218818],290100
[1755.91142039],270900
[1870.26236567],342200
[1826.17282974],370900
[1802.99722967],350000
[1629.1370765],284900
[1691.87925164],272900
[1677.43549879],259600
[1676.06779861],254500
[1626.70171262],218400
[1657.8474722],229200
[1539.43192806],192100
[1557.80424267],179300
[1574.51628107],187500
[1613.89980441],138800
[1604.42076992],150000
[1640.04271516],144800
[1655.52157645],144800
[1629.50583831],185600
[1621.28094793],227900
[1589.75629063],220700
[1600.72576284],271400
[1697.40989608],268800
[1621.81086258],277800
[1557.38032395],332500
[1521.17795699],371400
[1514.35279167],350000
[1533.74960385],500001
[1621.61819562],241700
[1615.99602836],216700
[1657.5947073],210200
[1603.192831],191700
[1605.3556372],156900
[1569.64119599],164300
[1571.33644975],150000
[1572.04653064],150500
[1648.37933165],152700
[1602.54931366],182700
[1588.784905],179300
[1607.12327483],157700
[1634.62433111],153100
[1611.25084608],250000
[1566.60048855],206300
[1558.33767187],218800
[1625.34480575],253600
[1647.82034144],257400
[1847.72650373],241700
[1737.23661379],489600
[1563.13441041],446200
[1888.64991118],456300
[1971.29752631],336800
[1756.05224625],500001
[1644.87630862],500001
[1611.41368278],376900
[1566.61018399],182300
[1550.14632411],172700
[1589.26075375],150800
[1538.88517984],153600
[1557.80785415],142300
[1581.51961819],147900
[1612.41854168],132900
[1889.60094199],126900
[2188.90501104],500001
[1906.01512217],500001
[1782.90267218],466100
[1902.02766144],500001
[1935.25398437],457800
[1796.03863829],471600
[1781.44494053],500001
[1747.22340241],398600
[1720.25060587],340700
[1750.9719268],289900
[1627.49513025],189600
[1637.39406297],206300
[1645.56330598],208800
[1623.10324322],197900
[1609.37896329],201300
[1669.12591414],190800
[1581.76390907],212900
[1625.08303606],200000
[1664.80585944],173400
[1738.93800978],102200
[1602.1698293],220800
[1624.42985802],242800
[1690.06071265],219000
[1613.89945287],282100
[1645.59676703],372000
[1643.95776557],225800
[1723.7150487],220800
[1647.23137803],254200
[1627.35684724],351800
[1622.99336687],275000
[1592.89056965],405400
[1689.6625029],162500
[1612.46494979],273800
[1678.6378788],244000
[1663.32141622],240000
[1712.90876345],247100
[1701.74417841],266700
[2488.07071011],229800
[1638.38445772],229300
[1659.67198822],228400
[1715.63655543],350700
[1632.89340566],231000
[1747.64859347],100000
[1754.41545242],412500
[1756.18808588],241500
[1775.46402714],340400
[1660.45433936],266400
[1745.45299362],330200
[1694.88151835],206800
[1784.07552343],195800
[1685.98815706],263900
[1710.51656766],227000
[1624.74511866],231600
[1643.42250276],203800
[1594.0632593],195700
[1673.38985405],184900
[1685.05454864],190800
[1714.33800823],242200
[1584.36571605],188300
[1640.50262515],198200
[1666.52852751],177500
[1644.09732198],171600
[1637.84329606],183300
[1643.35015775],156700
[1760.88502783],157500
[1643.44059786],179800
[1652.31822375],178900
[1617.46234384],262500
[1677.79847301],165000
[1649.01630258],158300
[1584.57182643],166300
[1620.5577729],191000
[1614.07742277],137500
[1735.63043365],141700
[1629.08461188],210900
[1834.30066436],157400
[1812.38840375],341800
[1655.15640254],167900
[1632.75928082],371200
[1634.42801043],202700
[1605.29955722],186200
[1661.87206206],188900
[1650.43063126],180000
[1602.79096669],218000
[1642.1607973],191500
[1729.27215875],187200
[1659.57668014],271300
[1665.91134306],189100
[1624.18048258],184600
[1675.0459846],192600
[1714.10336691],194600
[1753.43991023],193500
[1698.61032242],202600
[1676.58970332],83300
[1698.18734509],212600
[1691.27337487],187800
[1738.75994484],205700
[1627.20594457],192900
[1616.53415648],219200
[1618.65086996],157800
[1595.50164082],152100
[1578.37938952],144900
[1587.83398967],179100
[1603.85239954],159900
[1650.36491564],161400
[1584.99313946],170400
[1809.49885321],137500
[4045.86783337],178400
[1626.96416547],167300
[1743.95550827],340000
[1788.13579673],431000
[1732.93318644],301100
[1635.35539102],241900
[1628.2955757],162500
[1514.48750324],216800
[1642.95100482],275000
[1616.50890062],160000
[1646.75079924],197500
[1598.14695942],150000
[1600.65428885],205600
[1628.66622326],170300
[1699.15480919],170200
[1666.73305533],150500
[1681.85912835],148900
[1688.49530038],196400
[1691.95540383],187500
[1681.44498845],179300
[1633.38753225],179400
[1670.50966142],192300
[1628.60645025],181600
[1620.90961071],186900
[1602.1795797],188300
[1789.64501419],167200
[1635.23830012],154000
[1636.55786998],153500
[1670.84823823],135400
[1786.16058087],158300
[1825.64018157],240700
[1801.90152157],180700
[1666.50374168],210800
[1618.97947019],254200
[1658.53413152],350000
[1575.25317401],161200
[1670.15089457],154300
[1623.81933638],161800
[1612.02935391],161900
[1715.38108995],166600
[1623.97546319],162100
[1691.219241],152600
[1683.08993014],195200
[1627.00966845],190600
[1706.25910956],185300
[1696.89358191],174100
[1694.19612623],206700
[1643.3547311],204500
[1742.62617498],175000
[1671.37619911],163000
[1661.001144],331600
[1665.66236227],197600
[1770.68102356],197900
[1681.90856463],228100
[1745.19888697],189500
[1624.37747093],184200
[1627.97378254],180900
[1663.56497001],172000
[1573.78392511],172600
[1590.06399908],182100
[1652.31354841],192600
[1665.54127315],182700
[1665.52080672],134900
[1714.90608134],190900
[1688.58767928],158200
[1806.71710954],350000
[1668.25866823],158200
[1670.30261516],226700
[1660.3858977],198700
[1676.46767005],221200
[1685.33347658],208500
[1693.43123543],204200
[1651.71564132],193200
[1606.70287221],209500
[1659.03226354],164900
[1704.33331505],161400
[1662.03052211],187000
[1616.67430286],156600
[1675.89203803],157300
[1680.22883691],168100
[1714.16140125],208900
[1762.24827891],169200
[1663.483094],163900
[4309.62431189],164700
[1655.66966064],156900
[1646.37406609],174100
[1633.86726761],206500
[1690.53701355],217000
[1763.20187474],154300
[1681.45626953],188600
[1713.38634912],238500
[1749.23545233],235300
[1781.328394],234400
[1773.09299632],231700
[1696.66770652],156300
[1733.86867438],222000
[1740.94736884],254400
[1660.04565959],244300
[1656.6745653],236500
[1635.27967269],243600
[1760.56384877],212500
[1621.98593778],214700
[1661.17010244],213200
[4239.33077244],256000
[4183.36238723],231800
[2289.02953612],191700
[1796.99826197],216900
[1751.29248007],282500
[1930.61757868],295600
[2275.8025125],269800
[1689.97976812],231200
[1761.30011823],318300
[1705.90159624],278200
[1635.13186844],273500
[1667.06999036],214500
[4372.31670295],220200
[3988.0883189],177200
[4267.40786378],216100
[4307.86897549],269700
[4161.61306404],196200
[4202.08738598],442900
[4343.19583846],333400
[4067.17652059],352400
[4118.82198626],305300
[4065.93493851],248900
[4129.95138798],236000
[4088.51405224],218800
[4113.20796751],228000
[4152.82183267],203200
[4153.35138039],197000
[4065.42679681],236400
[4208.2332481],223200
[4290.43850259],225000
[4133.65597041],227900
[1767.36260214],268600
[4313.57475097],275100
[4311.32308876],287600
[4202.70536892],298900
[4335.92133452],287600
[6039.14108552],258300
[4621.19549399],196900
[4253.33266411],223500
[4161.80537299],223900
[1720.29365946],500001
[1697.23746228],193100
[1723.68788687],264400
[1732.7837253],337300
[1664.9276106],284800
[1629.15736586],217300
[1718.09819476],223800
[1675.27068823],223100
[1650.11203633],218500
[1762.18045855],178200
[4563.92850755],190400
[4654.73167304],210300
[4277.17744306],183300
[4105.58518922],242200
[4185.51437933],181700
[4412.74956649],299400
[4239.336007],271100
[4225.41159331],336500
[4186.10152601],500001
[4286.21045869],285400
[4284.93819634],323000
[4176.58514189],259600
[2170.01407186],262900
[4332.05868142],337200
[4839.61969422],334100
[1753.5953868],311500
[1568.22901106],247900
[1790.97525361],300400
[2355.35379922],332400
[2175.79015727],233000
[1815.70741945],238500
[2342.66539365],233300
[1925.31748418],475800
[1502.64270447],282500
[2558.13388057],300600
[1893.47060589],352900
[1623.81810894],400000
[2117.79742405],327500
[2097.20863196],125000
[1647.52969934],192400
[1812.70045173],216800
[2113.54831275],215500
[2178.23536724],227700
[1803.85944111],184400
[1776.42797807],158400
[1587.93690487],168400
[1433.13463272],183800
[2182.90848957],238900
[1877.26781903],172500
[1948.54175617],179200
[1799.91106644],204400
[1763.02917094],209400
[2766.75551923],264200
[1675.91143795],199800
[1744.78024504],211000
[1832.09913619],193000
[1715.96805675],117600
[1862.08523155],140600
[1746.15222897],129200
[1754.72134224],99100
[1599.59091336],111700
[1849.04447379],68900
[1740.6665014],96400
[1826.19527764],97900
[1807.13844013],129800
[1993.72267135],107200
[1754.83263615],113400
[1637.82261019],103000
[1847.7310517],114200
[1565.68757061],157200
[2358.81116194],118500
[2223.82476214],134800
[1937.43623808],109900
[1772.49992012],144300
[2116.78977253],123600
[1747.08330373],117800
[1764.50109012],89900
[1484.0295733],142600
[1530.14750017],153100
[1728.32491581],118300
[1755.36243797],147000
[1553.99743785],85800
[1665.16351691],84500
[1796.65539113],137500
[2047.56959025],88900
[2167.2035803],74500
[2108.2863688],85100
[1649.18702367],130300
[1333.25136441],97000
[1320.60831354],116300
[1332.02479213],179200
[1396.49312081],85800
[2089.0909149],94800
[1538.50622577],55000
[2125.17083475],98800
[1780.51148935],78700
[1781.84203565],81300
[1613.06316918],116700
[1695.53537362],159700
[1782.9799355],139200
[1951.65605837],89600
[1616.20202219],87500
[1725.19915114],158600
[1869.62464701],95100
[1873.57859415],95300
[1730.00422459],141300
[1883.65437129],73000
[1760.06739213],119600
[1560.9164786],93200
[1677.60077263],117900
[1620.6268783],97200
[1663.35457294],95300
[1572.33741398],102900
[1607.00367681],86500
[1628.75240431],93400
[1608.15710821],115200
[1679.47238831],105700
[1665.06756433],97300
[1631.86866184],108600
[1600.4740387],104900
[1740.00037957],103800
[1705.95227999],80800
[1546.12552842],87300
[1854.63574645],96700
[1674.60789295],85800
[1680.25838277],92800
[1699.27051792],70500
[1699.223501],121800
[1656.04044319],102600
[1673.76186892],101200
[1483.38151176],126100
[1761.16402863],92600
[1657.9174739],111200
[1687.53835352],83300
[1661.28968619],85700
[1626.19137931],142300
[1723.8664631],93800
[1483.49000498],91800
[1355.16637733],73800
[1418.23795019],86400
[1545.4394118],62100
[1646.57769594],72200
[1591.54261122],57600
[1590.8881769],57900
[1516.10106568],56100
[1649.82733442],58000
[1439.79526197],56700
[1646.8824474],63300
[1713.1603269],59800
[1603.67187236],45100
[1574.08024125],39400
[1641.90549307],53800
[1603.97259576],53900
[1522.45407553],41800
[1720.06388552],88900
[1829.4801477],82600
[1401.05511231],63600
[1682.09813369],60600
[1634.87322708],57100
[1535.5044379],61300
[1403.19704244],73800
[1558.44661672],86300
[1552.68692339],73500
[1630.35800743],56200
[1599.09680333],63900
[1541.79273223],56000
[1839.39407213],63000
[1604.80047211],57600
[1470.76586478],59400
[1670.12916268],116000
[2233.31920252],79900
[1641.9302997],122600
[1896.21542392],93200
[1661.76699077],125900
[1645.43020375],130600
[1601.53315055],92600
[1656.77302768],122300
[1895.89013626],86600
[1868.83225997],91900
[1833.81266124],100900
[1840.84870296],94700
[1774.87547185],139900
[1439.98608793],155800
[1549.45598671],111500
[1800.05465277],123500
[2043.41724128],113700
[1401.45626147],108300
[1563.80231872],65800
[1793.49509564],67500
[1629.25046838],72000
[1605.50153817],92800
[1418.27001873],112500
[1447.8661034],75000
[1441.19062751],65500
[1768.47265779],61500
[1861.0172079],62700
[1708.14954935],68800
[2408.10939019],75800
[1844.63492611],209400
[1762.23671745],183800
[1573.34771141],156500
[1691.75116861],162800
[1889.47125733],172900
[1893.62817101],129700
[1677.33885831],213500
[2262.85667716],119400
[2041.58813078],131100
[1978.20393553],125400
[1684.37802235],263100
[1490.47744801],156700
[1378.02032652],152500
[1391.34174133],241400
[1455.11207386],340900
[1813.56332897],253900
[1311.86879142],109400
[1897.92956034],105100
[1893.44809877],128500
[1755.29387147],93800
[2040.54321913],127000
[1932.58203554],87500
[1943.69570127],133900
[2075.76707502],124700
[1653.46670921],174500
[1865.23728763],168100
[1884.21888945],170400
[1819.17489907],93500
[1816.45489475],97300
[1803.34041689],133400
[2013.45156675],100000
[1928.27370841],103600
[2043.40901519],145300
[1518.97895994],152400
[2253.96818927],142600
[1951.6704943],164700
[1327.66791978],178600
[1492.63748936],164700
[1366.63665205],122500
[1508.18955236],205100
[1893.82613317],90200
[1791.74489703],67500
[1897.34620739],99400
[2087.89567319],101400
[1902.96950875],87700
[1822.90209497],87000
[1801.70967394],151900
[1702.17889393],165200
[1959.09262041],161700
[2059.7706705],170500
[1814.7925368],144100
[1864.97250756],163900
[2069.9236257],122200
[2029.86261193],136000
[1564.20583216],99200
[1886.8561679],162200
[1839.2079181],166000
[2144.60633096],113900
[1574.97520022],100200
[1603.06039322],125000
[1625.84998929],129800
[1567.64241626],83500
[1707.70709363],139800
[1602.84304501],156900
[1738.67624959],165900
[1632.4880891],133900
[1685.2950251],166000
[1687.0850793],139300
[1655.27000772],196100
[1765.81903622],166400
[1730.79070587],126500
[1747.02129132],135700
[1733.36074577],172400
[1693.46044407],113700
[1830.88809265],156300
[1712.71818569],199900
[1804.32082185],287700
[1702.81175566],245200
[1731.29169371],211000
[1787.39667377],269600
[1717.35672452],228200
[1709.74578948],235500
[1723.73058792],186100
[1733.78107202],211800
[1686.22551905],189600
[1596.61797519],186400
[1652.15776801],190000
[1614.53971881],243000
[1733.62379754],235600
[1705.23526346],182000
[1785.61311522],169400
[1794.83710133],179300
[1636.05650509],235700
[1633.25765774],205100
[1679.91219918],220800
[1614.87801607],232100
[1559.24855585],265700
[1659.78685539],247900
[1587.92406282],273200
[1582.21282113],134500
[1669.32999288],87500
[1658.61289526],137500
[1705.38125662],136400
[1725.01428507],75000
[1699.55253583],156300
[1710.38097896],140600
[1650.01734086],178300
[1745.17014569],138200
[1886.25307197],178200
[1658.01316946],169300
[1647.01595615],166600
[2006.04018],148900
[1845.78814866],194000
[1989.23744594],226900
[1713.31539826],202800
[1627.4163171],211500
[1663.36002085],161700
[2038.46880405],192300
[1816.25837166],184000
[1796.59206008],217200
[1834.70809906],182000
[1997.10730889],161300
[1937.17678654],229200
[2168.00475004],204100
[2040.98041778],240200
[2222.65602961],231100
[1676.12976712],190700
[1639.09087917],167800
[1622.63669026],246700
[1615.41550478],126700
[1601.71686867],200600
[1635.29219933],267400
[1668.44029939],206200
[1557.57133117],151100
[1819.89439504],112500
[1575.68840664],151000
[1629.00987732],151800
[1728.49640545],165700
[1761.29886576],175000
[1786.06984265],298200
[1800.66263365],305100
[1762.06405472],202300
[1710.38952764],237000
[1715.32005916],213100
[1675.20331085],273600
[1705.94634208],339200
[1936.9088269],330200
[1861.00534803],163100
[1813.64386456],231400
[1732.47992855],197100
[1613.71522694],279300
[1662.96423901],184900
[1700.50137452],351200
[1793.39657341],358800
[1731.76023663],367700
[1733.40371548],232800
[1840.20912899],216100
[1801.93326619],226000
[1767.45433424],250000
[1822.95498273],259800
[1620.6314374],292500
[1693.07789447],306900
[1867.14142953],266800
[1765.60487411],288000
[1859.40058403],268800
[1713.93845026],263300
[1791.16590522],340900
[1974.78420093],397500
[4475.7301123],335700
[4166.72953276],321200
[4445.25705931],275800
[4268.53134381],356200
[3826.37178956],312700
[4469.16978248],258200
[4419.48893876],260300
[4425.22645672],275000
[4976.24051077],269800
[4675.28667352],345800
[4747.86203441],343700
[4989.16463106],403400
[4450.51450989],356000
[4097.70186297],356100
[1869.86147268],381900
[1849.7230451],386600
[2681.57492817],200000
[2330.45483776],500001
[4815.10450475],294800
[2646.38789924],188500
[4442.66239365],359300
[4765.59913438],358700
[4849.88545098],287300
[2018.95252827],494000
[1812.99820322],500001
[2015.42845315],500001
[1911.55041564],398200
[1831.86231302],500001
[1740.01516383],500001
[1695.64486004],372000
[1810.37016618],351300
[1895.03900122],450400
[1686.87284685],382200
[1608.87146248],500001
[2016.10410089],294400
[1798.23194965],500001
[1648.44278989],455300
[1589.52595281],406500
[1630.60805923],310300
[1630.23586508],348200
[1869.20660434],394400
[1813.82782883],387200
[1888.2981697],99400
[2074.1708574],85000
[1871.72677224],102700
[1818.39823509],186500
[1864.53242424],402600
[1901.05455954],314200
[1727.22174017],454100
[1942.92951704],500001
[1933.03785482],416500
[1875.09277496],364500
[1870.36642154],369900
[1591.54216612],314000
[1856.37507181],389900
[1880.91571731],355600
[2981.4053831],423200
[1690.96727283],438000
[2470.96808072],475000
[2756.65845903],378100
[2393.78397849],500001
[1936.10701319],500001
[1893.56391997],162500
[2260.85195019],500001
[2140.60996561],500001
[2171.95010562],500001
[2071.01286348],285400
[2050.5615762],307000
[1878.15548832],353600
[1762.9065814],365800
[1756.08813699],427700
[1779.97930427],366700
[1635.5943463],288000
[1603.19250428],329400
[1699.62841197],286900
[1589.41459717],312600
[1675.4466747],253600
[1607.66819316],205100
[1724.9781344],198500
[1670.77219437],171100
[1700.7086693],155700
[1708.27417087],197000
[1633.60278142],203700
[1693.70264309],134500
[1736.44668431],150200
[1771.03496803],123000
[1783.23763648],147700
[1723.89419471],174200
[1763.67948984],178900
[1778.33934448],173200
[1803.41543141],175400
[1737.68980747],191100
[1778.98854403],198000
[1736.27086226],243200
[2157.56547509],184800
[1656.58995588],269400
[1699.7470701],237700
[1702.62699402],240300
[1669.55805694],248700
[1699.57795465],272900
[1697.17146863],209800
[1658.19438648],272400
[1711.18841354],164700
[1613.90366078],227400
[1690.30115974],149700
[1688.47457971],190000
[1678.20270588],196600
[1602.24332998],191400
[1781.94822942],194200
[1668.52978431],185000
[1500.1095716],164300
[1539.56247223],161000
[1499.8263558],173500
[1541.92605246],162800
[1658.18504733],175000
[1783.01860476],112500
[1628.32750807],80400
[1712.44054935],69800
[1703.61285415],81300
[1636.72312118],76400
[1697.46448322],68600
[1653.91982039],67500
[1583.54137163],131300
[1673.55445701],132900
[1557.58920053],113600
[1597.56337554],113800
[1557.00099225],156600
[1643.19425938],158800
[1678.38168105],150100
[1600.12689336],130800
[1577.68765645],120700
[1763.58085473],97700
[1665.82817131],93900
[1619.90782698],107800
[1635.20330879],182800
[1662.3936488],133300
[1627.97447417],103600
[1684.79344003],165100
[1629.22337354],210800
[1635.60496017],144600
[1636.9653088],140400
[1678.42267158],150800
[1612.94211369],134100
[1553.5231314],135800
[1633.21549368],142600
[1586.79774604],135300
[1619.05409526],135100
[1545.24283578],111700
[1629.3667091],111600
[1514.17868215],114600
[1530.94852888],104700
[1554.11410873],143300
[1534.40455817],140300
[1584.72249405],143900
[1549.42592812],105200
[1619.48770657],105200
[1558.80232961],81700
[1735.14188179],79000
[1684.45233989],105800
[1643.11035461],72900
[1572.57589535],79700
[1559.55160555],88000
[1517.96587676],121600
[1540.9798339],37900
[1689.81003197],269800
[1622.46590766],275000
[1535.38494494],95000
[1637.40584839],86100
[1573.00553788],84200
[1602.67978954],94000
[1614.30475009],104200
[1663.11761981],186800
[1683.74074956],90300
[1750.728375],111500
[1739.62080777],112100
[1802.40908067],156300
[1704.44088422],119600
[1651.57755863],167800
[1605.45229928],178400
[1593.48339563],253400
[1639.80064759],247300
[1610.21109],288200
[1623.95537318],401000
[1648.4505151],22500
[1591.82051048],183300
[1584.77708724],220100
[1684.73540702],212200
[1762.43289161],239000
[1704.99469479],218100
[1816.31729485],200400
[1808.58676075],209100
[1807.82358632],141700
[1899.18924516],311400
[1717.59406506],358500
[1843.73791942],109400
[1882.68763421],85800
[3904.95641704],73200
[3932.02545938],68400
[1754.6959698],74600
[1601.60522098],105900
[1569.56233883],103600
[1744.64201051],116700
[1630.13826962],71100
[1559.77397762],212500
[1753.57144426],187500
[1753.68252699],87500
[1563.40045968],92200
[1734.28571361],91300
[1650.49485499],173400
[1752.2388823],200000
[1677.41154809],84600
[1552.78784702],104200
[1760.26792496],136800
[1619.47924175],99300
[1555.27125129],103600
[1636.12665185],118500
[1648.8997759],85800
[1619.90534255],313400
[1731.23103891],126100
[1831.20838377],126600
[1994.95329449],103600
[1903.38092586],107200
[1673.97376898],100800
[1785.62111043],114100
[1840.23268432],107800
[1472.73982995],162500
[2131.2719352],127600
[1965.36889136],109700
[1827.07118455],121400
[1896.72405355],117700
[1800.9781095],118800
[1711.66689366],126000
[1843.26867056],500001
[2070.97302362],163400
[2146.21377614],113200
[1828.77684994],127300
[2704.08742819],128600
[2258.56690895],132600
[2193.83829473],119300
[2301.71051669],118500
[2196.30212349],120100
[2069.82107238],87500
[1837.76552721],95500
[2073.78730393],213300
[1893.43761422],173400
[2001.12684095],228900
[1933.49602669],217500
[2048.86519517],197500
[1986.32661135],172500
[1881.83481878],163300
[1697.15457698],176900
[1780.61105395],180800
[1773.61013467],170100
[1780.15477607],202800
[1729.72466247],230600
[1938.3165152],184600
[1551.96908178],146100
[1740.03599239],128300
[1745.35284493],142600
[1858.00664486],120500
[1667.81172731],121600
[2038.6797699],127900
[2047.44184327],128600
[2154.65173129],150900
[1755.96128049],138100
[1941.90448729],158700
[1791.46578796],141300
[1746.88457616],141200
[1723.158129],108700
[1735.41662019],117500
[1693.08712792],151700
[2225.66802104],131700
[2064.07442624],133800
[1943.15766148],126400
[1371.37787852],118800
[1388.55776978],100000
[1432.63829219],98000
[1395.63078727],162500
[1387.7771907],170700
[1392.83822903],208300
[1444.40028569],141400
[1334.49923068],138500
[1404.37225097],56700
[1457.22591169],49600
[1627.58557332],47500
[1714.80306177],47500
[1517.53473296],44800
[1516.28736563],50400
[1444.14797007],56700
[1358.16625408],59200
[1456.74234491],47700
[1663.14923215],43300
[1351.95825349],52600
[1633.09473805],46900
[1605.57677514],39600
[1533.86067337],51800
[1575.80343851],61200
[1627.46476851],46700
[1578.15171092],43800
[1321.61929084],54100
[1568.5293807],62100
[2049.84146904],53000
[1535.84572104],48500
[1523.37700187],34400
[1453.60570977],44100
[1977.29842613],45300
[1782.97679442],61800
[1896.36855559],60600
[1882.20796131],49800
[1708.09381666],60800
[1546.36135469],52600
[1761.71891377],45500
[2061.89355329],50000
[1645.63935939],93100
[2031.29952141],62500
[1865.7735445],93100
[1705.51047166],117900
[1492.2067978],171700
[1504.02660455],121600
[1850.41819375],153800
[1533.13564292],127200
[1492.14022509],54200
[1651.21511056],91600
[1596.70611116],70400
[1602.49133287],49300
[1572.73174759],88300
[1536.62639681],74200
[1435.81389506],92300
[1566.76060924],58000
[1593.6709797],65300
[1729.43840993],89500
[1448.44815524],92800
[1481.15236016],92600
[1452.01751936],66700
[1509.970208],68400
[1379.70935606],74200
[1392.42096041],96700
[1443.85382876],67900
[1465.98903147],66900
[1805.93402423],69200
[1483.10944661],78400
[1439.17118764],56100
[1454.04244736],45000
[1548.36044239],59000
[1473.10595179],52000
[1459.75508299],46600
[1546.64198383],49800
[1529.60751321],50600
[1740.45243679],53400
[1488.49267748],45500
[1498.49397145],56000
[1543.78967279],62800
[1974.23171105],70100
[2092.99864879],59600
[1577.44467415],55600
[1664.58257401],55400
[1672.38958188],58700
[1671.97278306],52800
