Classified,Real
[3901.91896421],243600
[1694.73597668],246400
[2020.84885974],228600
[3684.36412803],162500
[3769.85061819],387500
[1586.87926353],500001
[1515.98170798],137700
[1583.72934568],500001
[1691.06194766],185200
[3829.5027017],172100
[3778.329724],146400
[3895.96576272],362500
[1444.12648655],87500
[3858.81080281],57500
[1571.89580041],151700
[1787.78841556],162500
[4104.35686556],133400
[3801.57779407],110900
[1466.93755307],70000
[1625.51677272],151600
[1682.47460609],89600
[1738.24227912],142200
[3739.8465341],237500
[3827.63659745],173700
[3910.4996722],167000
[1657.72674203],97200
[3878.38044555],54100
[3745.66136993],113000
[2016.92965958],285300
[3911.25239686],313800
[1688.48802547],92500
[3862.31991995],229500
[1910.28188957],311800
[2054.93265119],112300
[4308.59896364],276600
[1614.50333009],323800
[3924.23775486],500001
[1813.96171293],119400
[4023.3263665],116700
[1619.18994932],209700
[1707.617753],375000
[1836.72628172],187100
[2011.31777883],139800
[1581.76251813],58300
[4474.855513],223300
[1839.66820438],500001
[1628.78688047],199600
[3838.28130746],493200
[1588.29809131],287500
[4258.00088549],242200
[4534.828764],181100
[1469.26142351],116800
[3751.36114978],108600
[1785.23794821],500001
[1627.06293747],159400
[1666.47895914],58200
[1726.4286123],36700
[1903.4521376],151800
[4119.47603885],231600
[4044.10779728],145500
[4359.57342387],167300
[1879.51070698],339700
[4638.86916815],167500
[4079.65777729],415600
[1465.47874661],65600
[4206.58560281],184100
[1640.32715208],109400
[1567.06951682],69100
[3716.44067244],181900
[4356.05740185],162500
[3972.76539361],175200
[3993.3129745],298400
[1786.71281954],204200
[1868.99633681],325000
[4020.42697157],161700
[3930.30682995],163200
[1571.27218783],96700
[1643.16923298],128200
[1941.81136058],462900
[3841.21088294],117300
[1783.59791945],141000
[1631.99000764],166100
[1988.26509399],241500
[3800.47421258],183800
[4351.91582199],500001
[2190.89033992],143400
[1772.49080049],97700
[3952.39691158],305200
[1645.94101236],225000
[1486.22575615],142500
[4084.33557503],57500
[1588.38215111],81300
[1733.32581567],149000
[1562.43715139],166700
[1672.60565817],500001
[1760.39565505],78100
[1441.8224191],57100
[1973.17542946],226900
[1713.30245723],53500
[1780.79192532],345500
[3471.36668195],177000
[1622.01156513],86900
[3679.79344209],141700
[1953.57576514],150000
[1546.31844427],69000
[4271.20432123],270100
[1665.46310526],86400
[1548.00587513],122700
[1640.93385207],127500
[1537.42649392],123100
[3968.45392614],359100
[1740.00250457],500001
[3584.55391986],137500
[3790.47649668],274300
[4713.68238709],202300
[2192.95914561],377300
[1897.69749754],206900
[3829.84761741],269100
[1771.27789807],73100
[1606.33608951],145200
[4281.46716843],358700
[4305.57858493],109100
[1610.28230144],91600
[3915.26684272],312500
[4676.09095517],250000
[1664.58337526],133900
[1710.72940035],146700
[4227.98469203],166700
[1534.00275846],43800
[1799.89250433],81900
[1528.82086028],92500
[1511.45472598],68300
[4077.87768647],213200
[4351.37559754],390600
[1936.255645],121400
[3571.72175995],162100
[1713.25285005],364300
[4252.21582888],189400
[4295.11537738],215200
[1774.6709954],302100
[3822.61058253],129200
[2024.58988822],127600
[4304.44403453],252100
[4550.75125212],188200
[3902.11481803],209200
[1611.13410951],126000
[3644.4431496],103800
[1923.14188318],276300
[1642.59884519],26900
[3788.42164316],287500
[3937.19637638],500001
[1701.85048908],223100
[4204.17009657],303600
[1814.46762604],289600
[3832.07252357],241700
[4312.3913279],185600
[3996.06965604],275100
[3962.99001015],474600
[4126.85693778],155000
[1795.60686569],163500
[1644.24039792],256700
[3621.4888589],258100
[4605.07854737],208600
[1593.20011702],74800
[4169.10435947],230700
[1594.23491138],98200
[3747.40596638],250000
[1507.58974698],71100
[1456.14433811],275700
[4611.83025445],175000
[1869.47020112],400700
[2018.87391285],404300
[3937.13994667],169900
[3958.24560075],358800
[1458.09887698],80400
[1738.61095642],67200
[1744.0586775],52100
[1462.80294266],125000
[1682.30196479],88300
[4109.82843052],144000
[1665.98032354],260000
[2618.45309468],258200
[1736.32148261],287900
[3915.76606544],500001
[4221.42669292],58500
[1429.04389551],228900
[1812.03963234],229300
[3844.56617191],145000
[1697.14865583],222400
[1647.06190658],86900
[3831.53406975],166100
[3770.94462881],148200
[4016.11042865],500001
[1589.23113379],132200
[3943.99890162],114300
[4009.38356592],500001
[1717.85421263],160900
[4157.39663676],247200
[3593.18867417],142500
[1681.89692104],201000
[2040.77002567],229200
[1668.3085602],220300
[4065.47586345],427600
[4177.76979407],252600
[3750.17726264],267000
[1596.44266473],83800
[2066.94829669],268300
[1993.68842432],102300
[4150.26073484],121700
[1566.41094176],123800
[1735.41526335],51900
[3867.34157969],177500
[1655.60529559],61400
[3842.37346892],147700
[1690.28076661],86100
[1765.12217683],89600
[1927.99625141],134200
[1592.49787028],129200
[1486.80398615],66000
[1689.296067],164400
[2009.23105979],105100
[1628.95718247],311500
[1941.41448272],413700
[1964.35407218],93600
[4118.71795869],87700
[4133.22089431],500001
[1718.5969721],160700
[3983.3742858],307600
[1587.23884816],137500
[1682.28014117],321600
[1380.36777008],332100
[1723.74863064],113700
[3712.51838448],167200
[4095.12185517],431800
[1462.36002474],186300
[1699.10883703],391800
[3601.32018412],150000
[4324.18121241],281900
[2139.76795328],92300
[3984.32768917],109200
[2066.67575744],225600
[3922.28918362],167600
[1514.45657542],110200
[1608.03472157],273100
[4015.74474226],350000
[4186.23812487],305800
[1738.82558252],459600
[3761.37964862],179500
[1660.5554585],500001
[3872.95112356],176800
[1667.81533164],301100
[1481.97110422],81300
[1416.88176103],214200
[1996.40943737],105300
[2001.65818568],282400
[1375.62618022],59000
[2492.4522872],142600
[4035.62473235],477300
[2022.51618665],178500
[3996.02473807],500001
[3769.77476292],171400
[2115.87981174],139300
[2059.85590021],281300
[4040.52723051],157100
[1842.30287655],66100
[3896.24749721],117800
[1716.00049413],491200
[3993.27965967],185800
[1784.03330784],183200
[3873.99766749],244500
[1820.04807298],53900
[4234.34953598],128300
[1638.24048769],144800
[4134.14578664],235600
[1469.3934247],186300
[4032.01460791],186200
[1890.91724842],61500
[2146.36038512],130400
[3908.77473031],237500
[1642.24132893],57000
[1407.41709605],290700
[1660.81214283],87300
[4235.80148899],179800
[1666.54497904],325000
[1531.15229613],102100
[1582.96847858],211000
[4426.04078396],212500
[1734.67364406],59000
[1976.64799715],292400
[1858.65146942],108300
[4210.57246955],196500
[1639.14791772],207400
[4560.55865582],242800
[4030.23632315],453700
[1588.21374876],148600
[2217.44995612],70800
[3936.41440253],431800
[1882.01069149],189100
[3587.71435596],228100
[3999.45440292],342500
[3993.08486792],275000
[1790.20756154],136400
[1632.319069],127100
[3735.56730158],141100
[4253.72280993],199200
[1610.27366256],128400
[3770.27025221],186100
[1880.46157161],93100
[3702.03753208],139500
[4381.78265315],185600
[4337.27220862],96900
[2117.90327459],84800
[1601.05639923],87500
[3643.41583524],333600
[3767.13223618],267600
[4009.52426856],213700
[3953.73706293],180700
[3647.21178537],95800
[1885.90711376],159400
[1891.40220553],164500
[2395.07147077],100100
[3914.29202964],342400
[5212.41905636],343500
[4082.9912792],353100
[4450.80348287],174500
[1694.89008699],271300
[3850.56092645],225000
[4118.7256833],214000
[3792.30780542],264500
[4212.07200898],76600
[1784.62418476],95600
[1507.76478959],131900
[4059.53085067],200000
[4045.53441619],500001
[4696.56696245],293200
[4026.14099613],341200
[1865.41807399],256700
[1823.15911414],154900
[3944.31574717],500001
[4410.38957657],120400
[3916.26268075],182000
[3946.38852302],387500
[3957.44244248],137500
[1781.53750942],134100
[1779.9989338],343600
[1617.97218033],359600
[4035.53065231],194100
[3983.23697791],211600
[2080.58818633],90300
[1736.05466146],253300
[4466.41014762],208600
[4534.81315183],165300
[4056.86182436],233500
[1721.9461968],131600
[3768.44483112],222100
[3964.88418334],289600
[1712.87992577],127200
[2059.20103229],151900
[4631.21366885],234900
[1487.56595845],87000
[4683.97030872],92500
[4006.96749855],412500
[1955.56222536],372000
[1583.68629749],98300
[3795.22284269],350000
[1886.69158494],211300
[4082.28408951],278700
[1659.4859244],138400
[3964.30367588],203100
[3890.41055528],166900
[2401.07351094],130700
[1901.52766803],326700
[3988.45089408],176400
[1732.79593719],216900
[3784.14464433],134800
[1691.49628561],75400
[3917.82713726],208100
[4005.80160472],235300
[2088.10300334],162700
[3642.50625582],135400
[4728.73700765],174300
[4204.75042023],500001
[1572.54443425],262100
[4448.93639251],224900
[4176.28951154],229000
[4057.42468875],280900
[1739.24399192],95300
[3958.71624099],112500
[1903.22846422],304800
[1643.89064768],90000
[2271.0883934],289300
[3977.77066907],182500
[1348.56598008],186900
[4413.66327866],110200
[1875.41359074],335000
[4451.45357765],237300
[4041.45092935],114300
[3767.43749731],363700
[4198.1416226],278300
[4407.28879799],221300
[1657.94538329],259900
[1972.47164909],42700
[3878.01254256],70100
[1484.05765769],116300
[1769.7612547],500001
[3613.9901552],128000
[2201.75507137],235900
[1675.77988039],94200
[3550.64217798],95800
[4082.85284716],117600
[4403.01675438],198400
[3266.60654479],124700
[2069.51747432],92900
[1477.68673723],53100
[1827.86102849],200000
[1861.82338374],242700
[1815.66506303],148400
[1983.21617263],173900
[3833.57784759],314900
[1638.22909339],199200
[1952.97625555],227900
[2127.25346426],427200
[2108.53067083],460100
[3931.64864859],205000
[1829.46698745],125000
[1994.16370255],280400
[2110.28459928],283200
[4450.57883837],314300
[3888.29353949],162200
[1626.3187619],101100
[1671.13655932],123900
[1728.01673327],82400
[1964.49570933],500001
[1747.02606918],75000
[4342.24455068],231400
[1868.3870014],367400
[1594.84225653],94300
[1653.28678568],133100
[1569.85494731],115200
[2264.76686247],289400
[1809.05990717],66100
[1536.686501],160300
[3824.76726702],204200
[3771.51109452],361400
[1603.01449272],122900
[1425.38787596],112900
[4108.26810151],492500
[1757.70100904],97900
[1720.5765774],181000
[2392.21808732],47500
[3680.43133192],295200
[1737.64570902],252100
[4206.43802645],211900
[1522.36214049],283200
[4143.08542283],220600
[1439.13579204],186700
[4234.91597243],195000
[3766.74256067],108600
[2139.96884347],126500
[3950.77688861],207700
[4250.48038198],104200
[4270.92402516],436800
[3896.73511399],143000
[3993.0549541],322900
[1612.32326879],167500
[2120.28273268],362300
[1585.98630353],222600
[3923.10300108],321800
[4077.06612653],122600
[1629.36996758],244800
[1563.74250704],162500
[1761.04662822],179200
[4091.73656045],443600
[1592.34485694],75300
[1617.89602193],183000
[3789.6331754],193800
[2137.46788687],231300
[1942.1595711],158900
[3871.1127672],166100
[1950.43316007],293900
[2077.04048139],360000
[4033.68301397],187900
[1739.15000946],261400
[1605.37590286],166300
[2089.16803544],277300
[3958.17669168],452800
[1742.84125685],87500
[1648.91502569],200000
[2043.6018566],204800
[3744.30258336],500001
[4248.85252263],500001
[1778.07083591],112700
[1827.41242271],101900
[1596.39034329],369400
[1797.48539449],58300
[1524.32543369],182600
[3131.51277513],144600
[4016.09519973],155600
[1483.95708025],66400
[3687.88000648],275000
[1765.28126276],104000
[3835.2652753],137500
[2037.1474841],162500
[3688.35479951],146400
[1709.51002091],80900
[3925.57584104],264700
[3886.71495198],500001
[4036.67956525],209500
[4250.276584],167600
[1671.37068636],161400
[1833.25096804],353900
[3583.95639295],174500
[3901.40735908],189800
[3986.71994466],500001
[1416.77063943],220100
[4064.80117072],156500
[1976.71535834],71300
[1618.04445078],153100
[2276.53309728],134900
[1782.31456609],500001
[3696.87489179],226200
[1847.48440242],66100
[1812.13623598],93500
[1900.79090735],330400
[1636.34123609],76100
[3742.27922741],185000
[1838.45615029],136800
[3939.36334527],289000
[1387.63100079],68500
[1740.64156083],311900
[1906.53499601],66800
[1673.07285432],96800
[1503.90207898],112500
[1742.81004262],154200
[1538.14629021],90400
[3811.41561092],137500
[1793.72463052],119800
[3901.88478734],158700
[3846.42573926],360000
[2068.65044411],142500
[1642.0564012],63500
[3798.20761753],300000
[1805.42020818],241200
[4062.87896505],174300
[1434.34723652],69600
[1688.83413186],288100
[1709.47802482],500001
[2040.30702512],148300
[1716.50441488],252600
[1778.93347674],228000
[4400.8289104],134300
[1843.5491134],141700
[3600.37531258],252100
[1708.54964205],159700
[3922.55831283],167900
[2019.76827522],231800
[3949.45569448],112500
[4434.07026859],500001
[2312.58706265],340500
[4238.22359401],135500
[1617.89422301],500001
[3915.55100232],294000
[1669.95705531],161800
[4073.31312251],187500
[1833.85203801],291500
[4361.41830726],255400
[1506.06491569],260300
[4443.46808106],265000
[3561.60216368],197900
[4484.40271145],185200
[3859.34903768],427500
[1855.62225362],236500
[1668.6548945],60200
[1680.47486603],101100
[3839.69904634],168100
[3553.99465949],202800
[2064.31758837],237400
[3966.53409427],187800
[1643.8594624],193800
[4033.07904547],500001
[2152.10800933],145900
[1927.89520418],237500
[1690.96500082],267400
[1707.50828179],54100
[1899.90847412],120600
[1478.62602726],56100
[3667.1326258],167900
[3772.4775003],263500
[3989.0751892],500001
[1665.99033081],68800
[4462.81986026],286100
[3792.50716693],161300
[4245.27776974],500001
[1654.10626158],257100
[1465.91223292],140600
[1703.81245013],240200
[3871.51987143],123700
[1966.03178497],80000
[1897.35196962],161000
[1666.58310211],57900
[3837.50941051],152300
[1664.3827334],247600
[1822.95601471],93400
[1675.28873053],239100
[4531.73481503],264100
[2248.46792304],116500
[1561.32467168],117600
[4047.23939567],274700
[2055.05322056],208300
[3980.99175485],275000
[1615.09400802],225800
[1757.79222292],58500
[1756.05706842],44400
[1914.15456186],158300
[2017.72888341],500001
[4066.08372487],500001
[1854.05837133],352700
[3786.4464227],329500
[4301.0592357],228900
[2071.54712773],154600
[1886.47229341],500001
[1648.51222732],107000
[1594.99971421],110000
[4281.52092649],131100
[1790.96141474],137100
[1884.13070195],154800
[4043.82157875],177700
[1777.94571945],500001
[1975.27840803],500001
[3674.71480631],166700
[1746.30860348],289200
[2038.81244899],132400
[1766.3997804],58800
[4322.47642493],201200
[1582.37111044],56700
[2082.11464739],114500
[1676.67581419],194700
[3995.56258263],127900
[3835.67939803],256300
[1841.99337631],159200
[1751.37219686],179000
[1817.35576779],159100
[3974.19571662],165600
[2117.51984981],485400
[1806.95167238],500001
[1801.60182378],500001
[1712.20799549],60000
[1603.94599922],96600
[4014.33439441],192200
[3922.30290807],131300
[1647.24060237],75700
[1804.58643073],133500
[1738.1824683],500001
[3904.36828217],283700
[1800.58981477],156300
[4054.50018208],155700
[1623.94955231],159200
[1417.25448938],56400
[1944.41439536],45000
[2120.80494158],166100
[4417.75943206],274000
[2431.9009018],121200
[4681.2306093],142900
[2043.21393987],218800
[1631.12186489],396900
[1613.80772843],177800
[3863.20866954],367000
[1859.24329161],92500
[3651.52660971],148100
[3966.04541382],185600
[4650.67709668],152500
[3633.97872891],96800
[1568.92085171],194400
[1757.42227602],185100
[1656.93037269],500001
[1893.85078889],387700
[3651.45371127],136100
[4070.05392825],178500
[4127.13238585],500001
[3653.92418497],261000
[4000.45560818],152000
[3659.04488733],287500
[2066.16211218],123600
[1641.4915251],227700
[4195.49992853],295600
[1779.86207819],82800
[3763.23089933],156500
[4230.57492692],248000
[1588.5818603],172700
[1587.39226613],193200
[3819.51862169],142600
[1943.04301967],241700
[1801.40697348],81600
[1516.62181854],108300
[1632.38187082],225000
[1800.59452908],360400
[3818.40945567],123200
[1693.32966094],153700
[1728.34067144],279300
[1980.44963833],135800
[3765.01649299],171300
[1935.63838821],104000
[1794.62368035],248600
[2204.57127792],69400
[4376.4491693],265500
[1582.59857766],68300
[3711.36084877],273400
[3849.26357324],378000
[2095.21523706],132500
[1767.37094266],352800
[1781.91482662],232000
[1646.81434483],450000
[4364.46211866],174000
[1838.8222552],150400
[1644.20152583],81700
[1744.88628689],69900
[2096.33162594],131400
[1840.4798343],293000
[3759.71848148],238500
[3869.3638386],184400
[2319.45063225],84400
[1778.00107273],109400
[1668.26407124],169900
[3811.98162876],110000
[4129.4871391],500001
[4222.07874833],500001
[4244.51111823],215900
[4194.21736367],405400
[1553.8401043],108900
[1786.56995726],114100
[3715.87165317],193000
[1830.16065119],237300
[3734.81952752],217800
[2052.68271125],258100
[4032.91938388],202800
[1994.98350449],93900
[4231.35965223],181300
[3889.37684947],267800
[3614.23450504],111400
[1875.10477449],205000
[2030.23659685],22500
[1745.50530889],198400
[1557.22672131],81300
[1456.05891849],204800
[3741.15913685],284800
[4320.80575847],432200
[3885.81192246],180900
[1842.54305943],109500
[1971.99872681],199300
[3864.64307474],131500
[4231.62366151],437100
[1677.57811975],228700
[4077.66662741],134000
[3653.9944749],50200
[1979.24909716],286700
[1610.40893322],132800
[1571.92421125],179200
[4174.91409456],233300
[2660.02109611],390500
[2183.76942269],155000
[4272.73826367],176700
[3764.88292893],175000
[1687.03559888],42500
[2057.29407159],72300
[3736.14456599],202800
[1606.90735113],122000
[1696.57389923],431800
[4422.13599121],136400
[3938.65754472],372200
[1752.72404281],98500
[1577.6660457],253100
[1520.41459159],133700
[3774.68664333],163300
[1777.24751685],73800
[3728.75292581],375000
[4418.4472602],180400
[1662.68719572],169300
[4425.59706932],311500
[1455.25112297],69500
[1972.17704669],225000
[3813.64539882],230800
[1927.91827042],41500
[1683.106725],257500
[1509.85663858],125000
[4117.31711366],345700
[4652.80861669],178000
[4029.09114111],167000
[4347.54668071],204800
[1962.13495751],388300
[3654.64755291],160000
[4195.56281672],165300
[1729.43943608],235600
[4111.26918523],180800
[1682.63405911],72000
[2216.5766955],235100
[4499.89840353],162500
[3879.94375348],167700
[4748.09363487],219500
[1652.74438879],150500
[3705.040612],133300
[3756.87223117],190200
[1737.82216302],95300
[1747.15952508],122500
[1984.43367814],350700
[1612.47386603],82800
[3739.75790476],137500
[1603.24130176],232800
[1695.83739688],75900
[1930.79273782],499000
[1754.17193413],61000
[3975.88803905],161000
[1662.61392187],500001
[1855.39666365],118800
[1600.45318186],182300
[1696.78357178],138700
[1783.05719468],158700
[1660.5877123],178300
[1855.69739382],131000
[3799.75738006],175900
[1606.68807553],141700
[1988.44841765],107800
[3931.99525523],218900
[4319.58016089],269800
[3674.62729603],101300
[1892.94499385],72200
[1784.12829071],234700
[2034.30601624],80400
[1552.5428973],241300
[1447.81990093],272900
[1904.72122537],128300
[1969.71024206],500001
[1539.52765325],94400
[1819.41886462],318500
[1466.31261596],125900
[3995.04727015],152300
[4781.18080193],248800
[1549.30596619],67500
[3971.27533462],245000
[3931.61910719],87500
[3652.82069579],400000
[1571.10687296],66000
[1627.6700533],228100
[4548.99411619],167800
[3693.4022918],112500
[1946.45962042],126400
[3964.87815109],163900
[1575.6972322],57500
[1906.27331508],129800
[4274.19608333],163700
[4495.64299689],183900
[1683.80929887],132500
[1732.47537814],210200
[4022.49189031],143800
[3939.41512103],391900
[3010.02149511],195300
[2029.48698458],235600
[1970.03790428],59800
[4045.68010964],227100
[4013.48492458],355300
[1729.87550726],108000
[1868.86569915],94400
[1714.77788889],100400
[3825.81434588],238500
[1626.18482233],318800
[4104.79545937],349000
[3791.57133457],137500
[4042.12466359],177500
[3282.14357656],155700
[4211.53070656],316600
[3968.30938607],100600
[2089.61249088],85500
[4415.38294692],227900
[4204.34830734],141700
[3981.40477769],138800
[3808.48340272],285500
[3826.22195655],258400
[3971.29056011],158300
[4356.54675502],225800
[1745.90615121],209500
[1434.17482705],123400
[3942.17790124],500001
[3986.60371896],500001
[3627.25960888],133500
[1876.56505497],356700
[1939.23533076],154700
[1961.84346819],58700
[2124.20355794],104800
[3630.30237972],161500
[1655.50904859],225000
[1617.62875583],133500
[4091.93810766],107300
[3927.46749358],180700
[1967.60931701],84500
[4101.89393628],103200
[4075.11813184],281200
[1463.16957131],167400
[3917.02868389],268400
[1655.30062735],266400
[4381.50809047],254500
[1551.88569486],302400
[3770.7402561],90600
[1735.06552617],152400
[2172.40182608],187900
[4008.55906055],196800
[2060.87729706],119800
[3986.01251211],348800
[3933.48266309],109600
[3839.83338486],98300
[3941.55286199],286200
[2463.14379511],500001
[4317.07488831],261100
[2044.32908462],50800
[4127.28190531],167500
[1799.71324098],187500
[1616.82246536],216100
[4057.46012887],206300
[4310.86278805],270800
[3975.78637155],229900
[3854.31326273],500001
[1596.39668632],57500
[1654.61532911],316700
[2266.1014114],295500
[1616.7926542],187500
[2272.38087969],363600
[1637.9645419],224100
[1760.50195185],61000
[4104.6550224],188200
[4171.11789723],137000
[1602.85139323],315500
[4054.99070084],500001
[1989.98180679],189900
[1626.47015417],169800
[2340.47670075],138700
[3815.37172614],158000
[3983.13566669],81800
[3958.17820354],143400
[1830.57448719],409700
[1730.79852964],362900
[1729.41877103],500001
[1902.77392369],337200
[3932.41800146],96800
[4467.98002692],350000
[1833.65284737],260300
[4209.58470542],307400
[3785.99311361],197400
[3800.59791932],114800
[4188.92994877],239200
[1719.69953111],500001
[3837.9103567],183300
[1988.03428589],267900
[1903.08868409],335200
[3850.08575822],109200
[3772.14135913],136400
[1654.8041035],62900
[1704.63543189],274600
[2029.06482151],113400
[1657.17236257],93300
[1499.58402777],66900
[1875.88851025],189700
[3672.91808755],150000
[3883.81620408],230900
[4011.53493244],158500
[3962.82222317],171300
[3963.21134804],318300
[4062.76360566],137500
[3852.01735162],184200
[1715.25645139],174500
[3759.31690414],474600
[1673.29905691],228900
[1759.98977938],42500
[3811.21185672],326600
[3844.17586213],199500
[1939.84713361],177500
[1731.19969251],209500
[3971.02099474],318300
[1620.84942725],76600
[4336.72679855],109100
[4417.55286299],275000
[1483.13019931],218300
[1926.74796008],221200
[1623.71864053],80800
[3966.04159504],220000
[1657.03711662],244200
[4090.30487147],156900
[3903.43280142],52300
