Classified,Real
[2906.72940083],5200.0
[2903.33013774],5300.0
[2898.43258426],1600.0
[2910.63743067],6300.0
[2993.48645138],2000.0
[4083.68454908],2300.0
[4355.29335842],1900.0
[3054.97731268],1700.0
[3050.95394828],1400.0
[3154.47587928],2100.0
[2960.52948127],1000.0
[3526.58357379],1800.0
[3861.9160612],15700.0
[3345.5723995],2700.0
[3723.30540085],1300.0
[4131.05328776],3800.0
[3140.23007123],731.0
[3135.48853117],3100.0
[5036.5745238],9700.0
[3462.89232487],894.0
[3351.57289243],1300.0
[3182.71021415],2100.0
[4436.49458745],1400.0
[2931.95395819],3700.0
[3258.09161393],2200.0
[2934.66520207],1300.0
[2904.17125517],1400.0
[2912.04465947],5600.0
[3100.5082766],617.9999999999995
[3984.02980498],630.0000000000005
[2949.38725721],5800.0
[2915.20460738],909.0
[2941.82754176],705.0
[2879.21183555],1900.0
[3382.17292037],432.0
[2919.23974258],620.9999999999995
[4444.32891644],5300.0
[2876.45881921],1700.0
[2943.83389125],476.00000000000045
[2966.03201636],1300.0
[2909.98396401],1700.0
[3011.9785159],1800.0
[2924.392956],992.0
[3264.60224443],903.0
[2950.58396185],1500.0
[2905.58064109],1700.0
[2932.09431137],1600.0
[2902.42506941],1500.0
[3726.68395491],1200.0
[3024.98874121],1300.0
[2930.46998544],1300.0
[2908.75989857],862.0
[3042.58958097],1200.0
[3038.57201156],4900.0
[2992.58529391],2700.0
[2964.45725383],727.0
[2905.03069826],1100.0
[3164.24033133],497.99999999999955
[2939.72824196],1300.0
[4248.23787305],1300.0
[2930.22061394],884.0
[2920.44982157],645.0
[2908.99236934],811.0
[2945.76443001],5200.0
[2950.58396185],497.99999999999955
[3160.794975],1300.0
[2894.98790839],440.0
[2948.29858454],983.0
[3270.43633473],2800.0
[2950.58396185],1200.0
[2881.81369343],423.0
[3775.0029275],1400.0
[3638.41608104],1100.0
[3101.1647328],543.9999999999995
[2918.44204616],2400.0
[2910.32025174],6000.0
[2948.07908482],580.9999999999995
[2950.58396185],752.0
[2966.44183323],866.0
[3652.2448677],5000.0
[2901.99594583],1200.0
[2905.1268924],442.00000000000045
[2884.84961285],1100.0
[3046.06390664],2200.0
[2905.41563921],2400.0
[2899.39481053],730.0
[3627.55123955],5900.0
[2889.22224383],458.0
[2894.85229096],2100.0
[2913.68137744],1600.0
[2888.58109992],2500.0
[3482.19883982],5400.0
[2936.50591976],1100.0
[2935.50678884],787.0000000000005
[2932.1324243],8900.0
[2867.59541159],368.0
[2899.52641916],957.0
[4116.52095993],1200.0
[2935.74851775],17100.0
[2880.81724961],1100.0
[2934.35438147],568.0
[3620.66175284],4200.0
[2885.18642575],1800.0
[3004.84560065],2000.0
[2941.93868736],4800.0
[2889.49171771],685.0
[3391.10482864],1500.0
[3016.95038321],902.0
[2950.45726102],1000.0
[4337.84482197],824.0
[2925.04720738],5100.0
[2889.1382629],2500.0
[2907.55613735],480.0
[2884.53737398],3200.0
[2874.80628184],660.0
[2900.08320961],1800.0
[2889.17524502],2600.0
[2911.26735887],514.0
[2869.75503063],1200.0
[2925.87995531],1900.0
[2937.98251025],2600.0
[2875.81518326],614.9999999999995
[2877.69887046],1300.0
[3169.392274],1400.0
[3157.67009948],1300.0
[2932.75866248],1400.0
[2948.25714072],2500.0
[2875.30322816],1500.0
[3001.60582185],416.0
[3192.02957288],900.0
[2954.1908014],483.0
[4537.75827256],1700.0
[3357.48866752],3400.0
[3161.09903768],10400.0
[2879.40847381],1600.0
[2931.7805576],1200.0
[3089.56580974],2100.0
[2924.99283148],1200.0
[2939.66276893],1300.0
[3005.81609048],2100.0
[3330.03362801],1900.0
[2912.38763141],560.0
[2950.58396185],2900.0
[2892.10244094],1600.0
[2872.16127797],4500.0
[2864.44774155],782.0
[2924.10738568],1300.0
[2915.97044321],1200.0
[2906.10806169],811.0
[2925.33268385],4100.0
[2877.63182044],1900.0
[2945.67134842],1500.0
[2919.08432983],3400.0
[2896.65152251],460.0
[2886.10039483],638.0
[3015.53183446],1500.0
[2915.46090733],2200.0
[3883.46081949],51900.0
[2905.35416385],935.0
[2914.54493382],832.0
[2906.40121464],804.0
[2997.99766052],864.0
[2879.04535513],3000.0
[3835.51776777],1200.0
[2978.22844912],1200.0
[2935.01758933],358.0
[2938.43997487],2100.0
[2893.55845011],672.0
[2892.09919691],2300.0
[2880.87939642],1100.0
[2945.95687622],1800.0
[3023.85460004],610.0
[2873.93024133],835.0
[2940.87664079],1200.0
[3090.80588525],2400.0
[2897.23050791],793.0
[2948.36776891],2500.0
[2889.82500408],4800.0
[3525.53686301],12300.0
[2905.21478768],4900.0
[2914.70828574],2900.0
[2908.95222081],744.0000000000005
[2902.05464044],1600.0
[2950.10334498],690.0
[2893.41710862],998.0
[2918.3941372],1100.0
[2869.6522164],1900.0
[2950.58396185],4000.0
[2941.53083221],2900.0
[2921.12395981],1400.0
[2895.18059157],4200.0
[2932.7445332],875.0
[2910.60705804],1200.0
[3504.48584792],5000.0
[2933.42669372],715.0
[2933.66908721],1700.0
[5534.95140094],4200.0
[2953.51754315],1900.0
[2880.82846561],756.0
[2890.75090069],592.0
[2885.78665589],1100.0
[2930.42837527],1100.0
[3009.63192988],2300.0
[2898.77303724],1700.0
[3453.54923701],5700.0
[2892.83379778],1800.0
[3341.1055893],671.0
[2932.03042567],1800.0
[2871.85983066],3500.0
[2909.71128857],2900.0
[2873.01290794],817.0
[2987.1157346],3400.0
[2902.08807827],771.0
[3091.02591616],15800.0
[3400.08007009],1700.0
[3137.72327278],577.0
[2913.47244053],2200.0
[3235.35264261],536.0
[2904.00858742],3300.0
[2937.83216322],1300.0
[2910.88242311],5700.0
[2898.37812749],3100.0
[4758.33060613],700.9999999999995
[2929.42907457],8000.0
[2900.40956655],1300.0
[2947.01764558],2900.0
[2918.92035475],2400.0
[2938.81400105],1500.0
[2912.40198559],721.0
[2878.01007266],2700.0
[2908.00888967],1700.0
[2917.02264567],2200.0
[3142.61476312],1400.0
[2924.76749208],2100.0
[2943.53088818],1200.0
[3787.19120124],1300.0
[3060.55615533],2200.0
[2928.72447523],2900.0
[2928.34094224],1500.0
[2924.71562072],1500.0
[3073.47301707],1200.0
[2950.58396185],1200.0
[2946.26774581],2000.0
[2943.87825204],2200.0
[2907.67662918],1200.0
[2950.58396185],1100.0
[3125.12795868],3000.0
[2916.0617155],1300.0
[4094.28143002],2300.0
[2967.95274083],3100.0
[2957.51796343],2400.0
[3048.57896002],2800.0
[2910.12077158],7800.0
[2902.40713314],7800.0
[2934.29818303],2000.0
[2974.99539834],5800.0
[3477.40615159],2200.0
[2989.9130474],9800.0
[3003.88329755],1700.0
[2929.66348563],3900.0
[2931.52472256],1600.0
[2928.87191628],1600.0
[2918.90966094],17600.0
[2892.31558081],767.0
[3113.6047179],4400.0
[2885.48749768],1300.0
[3613.11155804],2000.0
[3013.53464643],5700.0
[3415.9593198],2200.0
[2929.75655704],1700.0
[3123.9535484],827.0
[3105.90188984],764.0
[2897.05695217],1100.0
[3022.46959906],4000.0
[2925.51221677],2900.0
[2926.34318089],2100.0
[3001.04203964],2200.0
[2942.39146171],703.0
[3118.03079244],1000.0
[2951.11898542],1900.0
[2926.21489747],863.0
[2917.46501675],1100.0
[3478.33238354],1400.0
[3350.97828668],1900.0
[2948.95936066],3700.0
[2940.79071064],3700.0
[2941.05063945],1600.0
[2915.62990226],2100.0
[2950.58396185],1300.0
[3223.02559862],1800.0
[3147.23387746],3200.0
[2893.32601331],800.0
[2953.59628462],1500.0
[2901.70436163],1100.0
[2950.58396185],900.0
[2930.30592704],1100.0
[3070.90500207],1600.0
[2959.36748135],2700.0
[3348.4894135],971.0
[2974.58746794],872.0
[2918.71539407],1700.0
[2992.79071645],657.0
[2918.32869928],1100.0
[4133.26586969],4500.0
[2934.5750464],533.0
[2935.96062795],1200.0
[2908.75709905],2000.0
[2950.44391191],6500.0
[3210.90814494],3100.0
[3073.53982319],987.0
[5811.91003902],428.0
[2906.15267066],1200.0
[4073.26248941],5300.0
[2893.91028342],860.0
[2903.13829003],925.0
[2911.66685298],560.0
[2943.44013147],2600.0
[3572.63092854],1500.0
[2939.38488251],1200.0
[2950.58396185],6000.0
[2871.03835685],2100.0
[2995.91641197],583.0
[2907.36347131],1200.0
[3060.52159127],3000.0
[2895.46589594],1100.0
[2907.09451583],6500.0
[3040.36831577],751.0
[2914.92028436],740.9999999999995
[2908.69752636],1800.0
[2968.1508476],635.0
[2872.49558048],589.0
[2927.68900577],1100.0
[2924.45399056],1200.0
[3125.79378074],1100.0
[2947.80110361],1000.0
[2950.58396185],532.0
[2917.65689462],342.0
[2937.17705894],22000.0
[2950.58396185],1100.0
[2943.66236815],1500.0
[2905.02661897],4600.0
[2877.69925311],2500.0
[3818.74171898],1900.0
[2886.03563895],1200.0
[2899.76310891],1500.0
[2884.1765752],1000.0
[3170.54635872],1500.0
[2881.19264343],1000.0
[2904.36441622],1000.0
[3276.39698778],3200.0
[2925.65734536],1900.0
[2939.14967101],2700.0
[3185.40287272],1000.0
[2950.58396185],2500.0
[2924.52808321],2000.0
[2953.82515724],864.0
[2888.405517],1400.0
[2877.11249191],508.0
[2913.7454393],1800.0
[2880.48243072],909.0
[2860.96894713],2100.0
[3457.73190338],1300.0
[2934.17694533],2000.0
[2904.78528274],2700.0
[3122.66248048],1900.0
[2941.92788414],10200.0
[2874.46384957],1200.0
[2885.23494378],957.0
[2891.66700265],899.0
[2937.50815861],1200.0
[2871.40472384],1500.0
[2992.7155153],7400.0
[2931.98908768],375.0
[2917.64681178],445.0
[2923.48140879],837.0
[2929.89357371],978.0
[2894.50149709],929.0
[3196.07985881],1500.0
[2880.19021659],1100.0
[2930.71316052],513.0000000000005
[2946.88167077],730.0
[2945.03031919],560.0
[3086.4406819],8300.0
[2874.22265516],580.9999999999995
[2943.56338978],556.0000000000005
[3313.20832596],518.0
[2938.90653552],3100.0
[2903.00097708],4700.0
[2872.75476487],886.0
[2899.98775191],2100.0
[2930.51014888],3900.0
[2950.58396185],39200.0
[2882.83646715],876.0
[2913.25681181],1100.0
[2888.53634032],755.0
[2942.54603178],6000.0
[2932.10314214],13800.0
[2939.53342709],447.0
[3037.47843667],4400.0
[2939.00193096],1700.0
[2927.96627793],1900.0
[2924.63284394],902.0
[2979.12318741],1100.0
[3039.24653386],1000.0
[2981.58897321],1300.0
[2950.58396185],2100.0
[2899.65928266],4000.0
[3129.58799009],2300.0
[2899.35176432],5200.0
[2950.58396185],3800.0
[2968.24903152],3600.0
[2914.2093289],515.0
[2892.42240444],537.0
[3810.68677883],668.0
[2941.67014156],5000.0
[2917.36234464],3400.0
[2914.79766989],471.0
[2967.94616051],527.0
[2935.33422996],1000.0
[2903.35097517],2700.0
[2923.02054976],2200.0
[2886.89037577],3300.0
[2891.99151125],1200.0
[2908.24024629],1700.0
[2881.5048929],482.0
[2877.13545138],1300.0
[2871.91430677],1600.0
[3020.90299869],2700.0
[2903.31629569],1300.0
[2946.74516176],2000.0
[3072.9694069],2000.0
[2936.41374489],4400.0
[3323.86092992],3900.0
[4069.2700925],8100.0
[2886.21243664],1400.0
[2913.54058378],3100.0
[2950.58396185],1200.0
[2907.87290535],2700.0
[3580.36538099],1200.0
[2940.69725353],5700.0
[3245.17684101],606.0
[3022.98928203],10700.0
[2898.31798395],763.0
[3384.21200889],532.0
[2896.91476582],811.0
[2925.8281551],942.0
[2936.41250392],1400.0
[2950.58396185],4800.0
[3513.45766571],2700.0
[3036.8692285],11800.0
[2894.08779129],3300.0
[2927.0442155],4300.0
[2945.98260188],1500.0
[3527.42593077],4300.0
[4006.62434804],3500.0
[3012.81635561],2600.0
[2947.74159673],3900.0
[3136.6426983],3100.0
[2948.03964489],7000.0
[3076.16356131],921.0
[2891.62580912],1800.0
[2942.5954182],2700.0
[2919.25592184],1100.0
[2909.06099637],1200.0
[3666.85394622],1200.0
[2881.70967545],931.0
[2891.18053789],2700.0
[3266.71788232],2300.0
[2948.44464735],4700.0
[2907.89074685],1100.0
[2909.17413955],1400.0
[2887.85356401],1200.0
[2942.17587971],1500.0
[2914.28975081],537.9999999999995
[2899.51844786],1100.0
[3281.52326371],1300.0
[4424.04191417],521.0
[2939.34805135],1600.0
[2918.00136831],1000.0
[2926.01331207],8000.0
[2904.78392256],2500.0
[2921.72572723],1600.0
[3026.62228865],1300.0
[2928.39725008],10800.0
[2941.03198255],2000.0
[3280.86472163],9800.0
[4814.27372986],2200.0
[4966.6185916],2900.0
[4069.74452382],1300.0
[2944.32712579],4900.0
[2915.83257937],5200.0
[3260.65024377],2300.0
[3220.51044051],2700.0
[2932.13439923],2800.0
[4041.47146596],1300.0
[2928.16523027],2400.0
[2931.20783947],1700.0
[3525.09338772],3800.0
[2904.21587762],3100.0
[4100.19234173],1100.0
[3088.32322344],8200.0
[3053.63376835],2700.0
[3016.80175305],1500.0
[2943.8829636],1100.0
[2896.71033155],5900.0
[2890.63356001],4600.0
[3658.44284231],1300.0
[2970.10817189],6100.0
[3088.45863159],2800.0
[5208.17755964],2200.0
[2946.62649705],4800.0
[3316.61942784],1100.0
[2948.63479555],1200.0
[2895.18011145],8500.0
[3253.85873442],1000.0
[3073.29521756],1800.0
[2985.60823756],590.0000000000005
[2889.86645344],565.0
[3148.16970885],2400.0
[3179.34774477],1100.0
[2941.62830857],1200.0
[2928.16421861],4300.0
[2920.91043056],3400.0
[2908.51809535],6700.0
[2944.34803812],874.0
[4145.2226536],2800.0
[2944.62377952],460.0
[2937.74823975],2700.0
[2860.92928641],3000.0
[2926.66216655],7100.0
[3272.85405327],294.0
[2877.35712425],542.0
[2930.48420806],2400.0
[3646.5743064],30200.0
[2926.97258587],2000.0
[2910.35130451],1300.0
[2887.51839037],907.0
[3746.61572746],804.0
[3212.46503895],1900.0
[2975.00136241],559.0
[3281.39499487],4400.0
[2972.3470766],2400.0
[3645.04570821],953.0
[2908.55750294],469.0
[2960.17661656],673.0000000000005
[2948.5362457],1200.0
[2912.87725284],2400.0
[3566.66438541],577.9999999999995
[4160.34524984],1500.0
[2895.18751092],1000.0
[2977.7070218],16700.0
[2949.96138042],441.0
[2886.74034087],2100.0
[3451.27555731],4800.0
[2947.26935519],969.0
[4106.57784873],6700.0
[2911.67730079],1600.0
[2947.67201561],3200.0
[3156.63861629],4400.0
[2930.39925285],768.9999999999995
[2910.15612454],1400.0
[2907.0760087],2100.0
[2891.96676418],825.0
[2914.48518248],3000.0
[3858.09757274],5000.0
[2886.8967413],4100.0
[2896.62393603],2700.0
[2950.58396185],559.0
[3681.68454858],2700.0
[2904.58220819],3100.0
[3451.29513897],1100.0
[2918.77669655],466.99999999999955
[2889.35462759],6000.0
[3030.80864589],969.0
[3182.29780784],686.0
[2878.56938401],3000.0
[2884.7484407],1000.0
[2963.85537813],717.0
[2895.6651968],2200.0
[2914.04554234],534.0
[2899.97739975],1100.0
[4312.62720067],2800.0
[2926.82351054],2400.0
[2935.72060293],1100.0
[4003.25511783],3400.0
[2950.58396185],1000.0
[3064.59495971],5200.0
[3178.02505011],14399.999999999998
[3006.55399439],1100.0
[3066.25665193],6300.0
[2868.84272132],1600.0
[2950.58396185],1200.0
[2951.09522894],2300.0
[2916.81095541],2200.0
[2879.37256347],1500.0
[2898.5386697],1400.0
[2900.56793593],651.0
[3187.15479515],853.0
[2865.03237737],1500.0
[2939.12829367],436.00000000000045
[2900.71700159],469.0
[2999.82990994],3000.0
[2918.11541033],10300.0
[3496.64714923],1300.0
[2950.58396185],839.0
[2941.54399349],2100.0
[2950.58396185],2700.0
[3895.66834584],3400.0
[2928.05163378],1100.0
[2950.58396185],1600.0
[2895.56924911],1100.0
[2938.25062573],1800.0
[2926.78841886],7900.0
[3490.91223076],990.0
[2950.58396185],1500.0
[2953.70343538],2700.0
[3122.92338803],2600.0
[3001.64642366],707.0000000000005
[2939.7856426],2000.0
[3030.02427135],2400.0
[2895.06012464],1200.0
[2958.44900438],1700.0
[3598.34247533],11900.0
[2937.92300593],745.0
[2912.05595448],912.0
[2878.9530491],740.0
[2877.44153008],1000.0
[2889.24739177],2300.0
[2950.58396185],867.0
[2913.05487268],1300.0
[2940.08415666],1500.0
[3025.05058763],3400.0
[3938.14183834],2000.0
[2893.19204818],2400.0
[2972.32270169],758.0
[2879.3378455],412.0
[2933.98229543],1200.0
[2948.90624653],69100.0
[3268.59101156],2500.0
[3045.19465983],428.0
[2950.58396185],1200.0
[2900.13213313],1500.0
[2922.04339892],1800.0
[2913.22360643],3500.0
[2884.5756076],1500.0
[2946.40045497],1800.0
[2902.54059547],2400.0
[2897.37593643],4500.0
[2950.58396185],2300.0
[3678.3906792],5100.0
[4189.14053776],949.0
[2881.09040748],849.0
[3446.80428874],1800.0
[2925.61079121],16800.0
[2950.58396185],1500.0
[2901.8091632],1000.0
[3132.20962269],1600.0
[3642.20286125],1100.0
[2866.05922505],386.0
[2950.58396185],4100.0
[2878.51774025],440.0
[2950.58396185],593.0000000000005
[2931.58407681],1000.0
[2891.22499301],2800.0
[3439.81206121],1300.0
[2913.67193808],687.0
[2908.59270426],1100.0
[2917.97398982],1000.0
[2882.6611335],886.0
[2893.10241554],1900.0
[2914.44517148],2700.0
[3250.01156914],1100.0
[3179.13105704],1700.0
[2950.58396185],2100.0
[2950.87796896],1700.0
[2882.09458095],693.0
[2931.45962035],1100.0
[2893.1498439],3100.0
[4146.86746483],3100.0
[2950.58396185],3500.0
[2953.41555995],2000.0
[2885.27659201],2300.0
[2943.2105322],6700.0
[2906.91723974],919.0
[3044.24773045],790.0000000000005
[2939.87439952],1000.0
[3381.94007606],853.0
[2940.35509075],16500.0
[2892.85870443],1400.0
[2921.54866137],825.0
[3074.68602323],1000.0
[2879.69483569],594.0
[2889.43188107],991.0
[2950.58396185],1100.0
[2935.85416265],444.0
[2950.86083349],3800.0
[3133.46572671],3400.0
[3516.06410313],807.0
[2950.58396185],1500.0
[3227.26039089],1200.0
[2905.10026221],7000.0
[3290.31023142],606.0
[2915.46996549],1300.0
[2932.3979707],1200.0
[3126.05777851],1200.0
[3060.52045241],1500.0
[3428.96588136],3400.0
[2941.77000824],460.0
[2889.11555603],1100.0
[3369.7995162],1900.0
[2911.09661483],835.0
[2992.16355094],1700.0
[2892.04672416],900.0
[3923.5653025],1200.0
[2889.17006159],676.0
[3082.37313972],681.0
[4219.04738602],5400.0
[2896.16610257],1900.0
[3067.76285533],4400.0
[2904.66892962],1700.0
[2904.82538944],4400.0
[3162.89971273],832.0
[2921.1142859],4200.0
[2906.21858365],546.0
[4579.0149725],2400.0
[3724.7667525],1500.0
[2929.22934037],765.0
[3074.02995139],3200.0
[2909.88291779],2000.0
[3233.67948517],3400.0
[2965.1202633],4100.0
[2934.68823544],2500.0
[3241.34052736],1400.0
[2988.51611955],2000.0
[5500.9762925],3300.0
[3476.25854193],1100.0
[2982.42450097],1700.0
[3031.49527252],1300.0
[3138.04678089],1200.0
[3026.19818522],1100.0
[3163.67635599],1100.0
[2887.63302431],649.0
[2885.17750545],681.0
[3034.43482935],1100.0
[3872.1185297],654.9999999999995
[4466.00101301],1600.0
[2915.63220674],5100.0
[2928.52016506],5500.0
[3047.52994388],9700.0
[3075.8316808],786.0
[2911.98431817],1900.0
[3145.28678105],8900.0
[2986.56824843],1500.0
[2919.64275665],2000.0
[2952.58921344],536.0
[2924.36886289],1200.0
[3120.83398438],4500.0
[2923.34873091],1600.0
[3075.31007823],2500.0
[3036.13450091],1700.0
[2950.58396185],1500.0
[3212.00781625],1300.0
[3013.221943],2000.0
[4208.15026553],900.0
[2900.52851717],1100.0
[2910.03459914],4000.0
[3368.87947832],1600.0
[3060.23689625],2100.0
[2922.44525267],992.0
[2887.54730692],886.0
[3176.52004834],623.0
[3118.18658178],760.0
[2901.3609107],710.0000000000005
[2934.71671216],2000.0
[2882.54029825],2500.0
[5384.32275884],2100.0
[3398.56479097],1700.0
[2895.40817566],644.0
[2953.99508522],7400.0
[2948.68865776],3300.0
[2948.78382284],1700.0
[3721.61692039],3400.0
[3032.49728518],1200.0
[2900.75729625],1400.0
[3996.80058436],916.0
[4210.19513789],4100.0
[3161.100335],691.0
[2891.90270421],933.0
[2907.0458385],609.0
[2910.99829032],1100.0
[2900.54879232],2200.0
[2950.58396185],1900.0
[2923.24593124],1700.0
[2950.58396185],742.0
[2919.25374542],550.0000000000005
[3361.88179521],4800.0
[3131.75342898],2100.0
[2950.58396185],2100.0
[2907.77824993],6500.0
[2953.23264528],2100.0
[2916.30850492],1600.0
[5873.60143054],9400.0
[2957.76135603],4700.0
[4255.09132334],1100.0
[3201.4709877],1600.0
[2908.7141174],3800.0
[2985.16511743],3900.0
[5587.77216956],1300.0
[2933.07824077],1500.0
[2913.6414027],1300.0
[2943.04502682],2600.0
[2908.32569546],1500.0
[2903.05878469],895.0
[2902.17324835],494.0
[2872.71964694],2400.0
[3053.78145732],543.9999999999995
[4027.06333543],1700.0
[2925.10481328],1200.0
[2907.87887687],8700.0
[3187.81261961],527.0
[3006.40322841],828.0
[2919.3984791],2400.0
[2975.12646775],1100.0
[2918.04683758],2800.0
[2873.85957515],583.0
[2902.49285596],482.0
[2892.74103599],1100.0
[2920.54104016],571.0
[2903.20507646],419.0
[3069.37749931],7100.0
[2900.86399886],4300.0
[2928.33490748],2200.0
[2895.75307217],1100.0
[3896.68939166],4300.0
[2891.0742052],1300.0
[3680.22032114],1700.0
[2936.72865145],1300.0
[3027.88578416],502.0
[2950.99335823],823.0
[3165.84603525],8200.0
[2899.37964016],761.0
[2906.26038778],1700.0
[2923.53772454],889.0
[5071.39481075],700.9999999999995
[2897.11166975],1800.0
[2885.51204491],529.0
[2950.58396185],821.0
[2950.58396185],1800.0
[2864.68251627],954.0
[2950.58396185],3600.0
[2880.99432871],1200.0
[2863.85254017],1300.0
[2886.8810381],831.0
[2898.47888237],318.0
[5531.83925546],757.0
[4747.79402732],1500.0
[3236.57823371],1700.0
[2946.14448119],712.0
[2878.73674804],1600.0
[2920.85233322],2600.0
[2922.84038531],503.99999999999955
[2950.58396185],475.0
[2863.50190442],2100.0
[4432.14169031],1700.0
[2877.17922229],399.00000000000045
[2958.450066],2400.0
[2866.48751553],1900.0
[2923.87786824],1000.0
[2893.1698233],1600.0
[2937.97793494],2600.0
[2924.83725864],710.0000000000005
[2904.5662888],348.0
[2875.44619767],1000.0
[2909.55826608],6900.0
[3188.04541749],766.0
[2948.04977508],797.0
[2883.82760356],1100.0
[2908.64905689],992.0
[2963.52613913],2200.0
[2928.80734818],3400.0
[2925.81868263],4700.0
[2936.27492463],742.0
[2886.37486077],2700.0
[2906.44245778],1900.0
[2927.20736134],1100.0
[2958.5676295],14399.999999999998
[3004.79011984],1600.0
[2907.87411407],850.0
[3911.77882312],1800.0
[2943.29259212],1400.0
[2950.58396185],1000.0
[2938.13117609],5300.0
[3003.80118991],1700.0
[2879.42250565],2100.0
[2944.52392715],4400.0
[2950.58396185],3400.0
