Classified,Real
[[38.73040401]],41.0
[[38.33871802]],36.0
[[60.43792161]],61.0
[[44.27773707]],45.0
[[70.94825074]],75.0
[[40.15594116]],38.0
[[25.98326101]],23.999999999999996
[[67.62287376]],67.0
[[28.51422415]],26.0
[[67.96301858]],67.0
[[61.45167744]],65.0
[[78.99591051]],78.0
[[65.37763414]],65.0
[[77.72858867]],77.0
[[43.12606363]],40.0
[[85.18253303]],84.0
[[50.47383085]],49.0
[[35.16497811]],33.0
[[58.08182142]],57.0
[[58.57521723]],59.0
[[56.48549314]],58.0
[[60.76543284]],63.0
[[55.31171484]],55.0
[[54.5458577]],56.0
[[75.88528937]],74.0
[[74.19551797]],74.0
[[42.67424927]],44.0
[[58.75025656]],61.0
[[49.23535947]],49.0
[[65.11590185]],62.0
[[82.79378301]],78.0
[[49.90220657]],51.0
[[46.76830188]],46.0
[[89.983519]],88.0
[[56.39455198]],54.0
[[44.16209624]],45.0
[[73.58112596]],74.0
[[39.72772688]],37.0
[[45.04072251]],43.0
[[47.12395202]],45.0
[[49.42443477]],49.0
[[76.47529824]],74.0
[[51.12971148]],53.0
[[87.37703645]],88.0
[[41.52816105]],39.0
[[25.98326101]],22.0
[[40.76765927]],40.0
[[45.15396634]],42.0
[[42.06662875]],43.0
[[64.32207772]],62.0
[[43.76633398]],46.0
[[70.45497363]],72.0
[[39.40779608]],40.0
[[47.22028817]],46.0
[[93.3501077]],95.0
[[64.93509323]],63.0
[[63.03574185]],61.0
[[53.00715582]],50.0
[[62.3388473]],60.0
[[25.98326101]],17.0
[[30.71409667]],28.0
[[63.33439805]],63.0
[[28.11208602]],29.0
[[78.74543532]],76.0
[[25.98326101]],17.0
[[33.70480747]],33.0
[[48.70793733]],45.0
[[84.16191289]],82.0
[[69.23470734]],69.0
[[91.96416836]],94.0
[[40.98391032]],44.0
[[75.7490389]],74.0
[[94.79804035]],93.0
[[25.98326101]],17.0
[[26.60634037]],28.0
[[81.86143013]],79.0
[[47.57844027]],44.0
[[41.77733883]],44.0
[[44.9196076]],46.0
[[50.81704519]],51.0
[[72.54934154]],74.0
[[25.98326101]],22.0
[[53.66158086]],54.0
[[25.98326101]],21.0
[[25.98326101]],18.0
[[36.43548817]],37.0
[[58.05594307]],57.0
[[41.71821723]],37.0
[[25.98326101]],25.000000000000004
[[42.22356039]],40.0
[[47.90047284]],49.0
[[85.85217274]],87.0
[[82.42618553]],83.0
[[31.19513579]],30.0
[[57.75272215]],58.0
[[66.938415]],64.0
[[36.56455781]],39.0
[[38.9078266]],40.0
[[33.66221925]],36.0
[[63.23955711]],62.0
[[78.67090125]],77.0
[[81.30762905]],83.0
[[52.86653843]],51.0
[[80.81313365]],80.0
[[49.68028363]],49.0
[[35.33864094]],32.0
[[78.17750543]],79.0
[[60.61703721]],60.0
[[74.94208874]],75.0
[[49.54942814]],52.0
[[80.32095614]],76.0
[[49.22721149]],47.0
[[43.64820949]],46.0
[[40.74567312]],38.0
[[84.11235538]],85.0
[[54.35180434]],52.0
[[79.15981144]],76.0
[[90.57712942]],90.0
[[48.05351229]],47.0
[[65.84176557]],66.0
[[69.3201029]],70.0
[[44.2486705]],44.0
[[41.81733225]],40.0
[[90.31261826]],90.0
[[77.67773376]],78.0
[[79.89423706]],82.0
[[73.71028843]],70.0
[[29.97321609]],27.0
[[66.52085066]],64.0
[[67.94670433]],65.0
[[29.02682724]],28.0
[[68.49382676]],69.0
[[62.27944879]],63.0
[[81.97557575]],81.0
[[51.9824594]],48.0
[[54.51671203]],52.0
[[29.44140116]],34.0
[[67.59421654]],63.0
[[49.42961064]],47.0
[[68.88212672]],67.0
[[47.46370123]],51.0
[[68.8974601]],69.0
[[39.61080239]],37.0
[[61.86188445]],60.0
[[29.22914729]],31.0
[[49.96549727]],50.0
[[71.02150115]],71.0
[[78.34309938]],76.0
[[77.34436041]],77.0
[[54.15436951]],55.0
[[44.81482827]],44.0
[[74.13590792]],75.0
[[87.47922099]],86.0
[[49.27696681]],50.0
[[41.56665926]],39.0
[[26.02196501]],23.0
[[29.76940084]],28.0
[[54.1022172]],54.0
[[60.82742614]],58.0
[[57.06537038]],55.0
[[43.56820891]],44.0
[[40.81154489]],43.0
[[37.88580408]],40.0
[[32.99556996]],33.0
[[73.40596792]],73.0
[[46.15238879]],47.0
[[47.28635774]],45.0
[[44.31078251]],45.0
[[53.4327753]],51.0
[[84.04189757]],81.0
[[32.76955701]],34.0
[[37.83764894]],38.0
[[68.8157665]],67.0
[[85.02420358]],88.0
[[34.95042007]],37.0
[[69.15490457]],69.0
[[30.11371477]],29.0
[[43.49088223]],45.0
[[25.98326101]],25.000000000000004
[[85.0739589]],86.0
[[55.75256273]],59.0
[[38.07468157]],39.0
[[60.49115978]],61.0
[[33.30137194]],35.0
[[51.31532166]],50.0
[[81.95914278]],82.0
[[51.1200683]],51.0
[[53.94788036]],52.0
[[61.81390125]],61.0
[[26.90926894]],23.0
[[75.95842107]],74.0
[[33.47613437]],35.0
[[69.62202642]],69.0
[[57.36689828]],58.0
[[41.0723754]],38.0
[[51.49036099]],50.0
[[52.19979631]],51.0
[[86.97080832]],84.0
[[68.22632518]],68.0
[[25.98326101]],18.0
[[25.98326101]],21.0
[[86.47056192]],86.0
[[55.8281964]],56.0
[[54.36564251]],52.0
[[85.49002803]],85.0
[[54.22939204]],56.0
[[63.5493517]],65.0
[[61.96406899]],59.0
[[70.06655496]],70.0
[[86.5986248]],87.0
[[43.78453906]],45.0
[[84.06150047]],82.0
[[48.08935034]],45.0
[[80.26183454]],81.0
[[43.97999023]],44.0
[[52.38739014]],54.0
[[60.74065408]],62.0
[[43.10545397]],43.0
[[72.29548032]],72.0
[[74.89241252]],74.0
[[74.39783801]],76.0
[[66.09542898]],68.0
[[33.95717348]],35.0
[[63.12243481]],62.0
[[33.37580104]],36.0
[[41.46624684]],39.0
[[48.62254177]],46.0
[[44.63858438]],42.0
[[82.69077579]],77.0
[[30.40280687]],26.0
[[71.09713481]],69.0
[[68.89706448]],70.0
[[46.4018831]],48.0
[[84.16478459]],85.0
[[93.30192669]],91.0
[[71.61769264]],71.0
[[87.61547146]],86.0
[[48.34689221]],49.0
[[68.68081343]],66.0
[[85.86738741]],86.0
[[35.71619812]],35.0
[[60.89499092]],63.0
[[80.28123962]],81.0
[[97.12060665]],95.0
[[40.25534682]],40.0
[[59.41013437]],61.0
[[70.04217182]],69.0
[[71.48982757]],74.0
[[70.67827307]],67.0
[[71.17147108]],70.0
[[79.6284285]],78.0
[[32.44147824]],32.0
[[59.1908138]],55.0
[[36.35259458]],38.0
[[46.76948057]],46.0
[[35.03841044]],36.0
[[81.04182049]],80.0
[[88.0204022]],90.0
[[84.80795253]],81.0
[[43.5297898]],47.0
[[76.7439785]],78.0
[[28.94969836]],31.0
[[38.41224534]],37.0
[[93.5389852]],91.0
[[82.72641603]],84.0
[[61.05631079]],63.0
[[39.45058211]],37.0
[[86.78899751]],84.0
[[63.2519929]],61.0
[[78.72203307]],78.0
[[41.7801177]],38.0
[[43.0143941]],45.0
[[45.59849488]],44.0
[[53.82288699]],54.0
[[75.48323034]],73.0
[[77.03279371]],79.0
[[26.07433665]],26.0
[[73.13866415]],71.0
[[25.98326101]],23.0
[[58.04360011]],60.0
[[39.44650584]],41.0
[[88.83880727]],89.0
[[61.40889141]],61.0
[[85.32305758]],81.0
[[65.26745982]],64.0
[[37.07885392]],36.0
[[52.73867336]],53.0
[[60.80244958]],60.0
[[56.14545329]],55.0
[[93.47966579]],92.0
[[49.25049504]],47.0
[[70.81739525]],72.0
[[47.60321902]],49.0
[[82.87937638]],85.0
[[45.34414123]],47.0
[[51.06492557]],46.0
[[75.19413823]],72.0
[[84.14000584]],90.0
[[36.57738922]],35.0
[[30.12318602]],29.0
[[42.69615632]],42.0
[[30.31473742]],27.0
[[59.58367849]],60.0
[[91.66134306]],90.0
[[26.67249916]],26.0
[[54.98670559]],54.0
[[55.37233165]],58.0
[[42.92633838]],46.0
[[69.67417873]],66.0
[[25.98326101]],20.0
[[38.60351982]],38.0
[[74.17591507]],73.0
[[88.77948786]],87.0
[[72.05466206]],71.0
[[86.71316603]],83.0
[[25.98386361]],29.0
[[40.83244518]],40.0
[[88.32350441]],88.0
[[25.98326101]],17.0
[[60.91021933]],58.0
[[37.37081773]],39.0
[[41.22373556]],40.0
[[78.73567343]],73.0
[[50.91475783]],50.0
[[80.79811679]],80.0
[[48.50532664]],45.0
[[68.01129243]],69.0
[[75.54801625]],78.0
[[65.41484869]],67.0
[[56.86037643]],55.0
[[81.05396565]],78.0
[[52.8336117]],51.0
[[47.70242688]],49.0
[[26.1338414]],23.999999999999996
[[66.50313859]],64.0
[[55.43572733]],55.0
[[74.8273497]],74.0
[[85.627655]],86.0
[[64.03149041]],64.0
[[25.98326101]],20.0
[[45.21716421]],43.0
[[81.82301102]],81.0
[[25.98326101]],22.0
[[50.42167854]],51.0
[[48.93512897]],53.0
[[57.52562335]],57.0
[[61.10704699]],63.0
[[68.5873703]],62.0
[[37.29231236]],39.0
[[50.76300205]],54.0
[[67.44226295]],65.0
[[38.99778688]],40.0
[[35.00127498]],33.0
[[50.58816054]],48.0
[[49.33896011]],49.0
[[46.35470884]],45.0
[[45.33437934]],45.0
[[37.54855683]],36.0
[[37.56906151]],38.0
[[49.87742781]],50.0
[[29.70591232]],31.0
[[74.79997615]],76.0
[[74.7669307]],72.0
[[53.1338422]],50.0
[[61.81252475]],62.0
[[33.02322042]],36.0
[[70.13004348]],67.0
[[58.72805887]],55.0
[[45.13475906]],47.0
[[81.3280409]],82.0
[[71.38642473]],73.0
[[64.05359527]],65.0
[[77.89268741]],78.0
[[49.54135926]],49.0
[[69.04622546]],67.0
[[83.91104209]],84.0
[[25.98326101]],19.0
[[43.24198135]],41.0
[[66.78665922]],68.0
[[25.98326101]],15.0
[[46.452738]],46.0
[[38.07480028]],37.0
[[84.42772145]],83.0
[[64.05796218]],61.0
[[35.96957089]],34.0
[[34.74753248]],34.0
[[77.62668104]],77.0
[[40.69202561]],38.0
[[62.25187743]],61.0
[[68.16582708]],67.0
[[40.25526773]],41.0
[[87.22705279]],84.0
[[34.3841832]],35.0
[[70.2404156]],68.0
[[72.35779015]],71.0
[[47.21202148]],48.0
[[57.12586847]],56.0
[[69.91548544]],68.0
[[30.73777584]],30.0
[[25.98326101]],26.0
[[89.09355653]],89.0
[[61.56342607]],61.0
[[52.74016857]],53.0
[[74.01221195]],76.0
[[83.25960746]],83.0
[[32.02560692]],29.0
[[71.14539492]],71.0
[[51.9600639]],52.0
[[39.05948954]],38.0
[[59.33957917]],57.0
[[46.2019463]],45.0
[[56.41940983]],56.0
[[36.18182477]],36.0
[[48.37186878]],49.0
[[55.13667552]],57.0
[[89.60596181]],89.0
[[50.79903791]],47.0
[[54.09814093]],54.0
[[43.36439366]],39.0
[[83.17134019]],82.0
[[42.24465849]],37.0
[[71.32431271]],73.0
[[25.98326101]],13.0
[[35.16368071]],32.0
[[49.7672535]],50.0
[[58.77373791]],57.0
[[39.61617606]],35.0
[[34.48329822]],36.0
[[44.51160735]],44.0
[[67.06490358]],66.0
[[25.98326101]],21.0
[[42.38636173]],42.0
[[48.87600737]],49.0
[[42.87936193]],42.0
[[42.96196488]],42.0
[[74.99152754]],74.0
[[80.70008763]],76.0
[[78.70532319]],77.0
[[50.67493259]],51.0
[[59.16502829]],61.0
[[57.57777566]],61.0
[[70.91272921]],72.0
[[36.61173207]],36.0
[[53.3720794]],58.0
[[38.6202297]],39.0
[[62.44055712]],61.0
[[70.46630984]],73.0
[[25.98326101]],23.0
[[29.35740797]],32.0
[[56.06675011]],55.0
[[53.0720467]],48.0
[[77.84970357]],79.0
[[25.98326101]],16.0
[[46.40595937]],46.0
[[42.83547631]],41.0
[[69.69875968]],74.0
[[88.47646475]],88.0
[[65.10056847]],64.0
[[48.76166395]],50.0
[[74.0987862]],74.0
[[32.33299694]],30.0
[[32.96102931]],34.0
[[49.59351157]],48.0
[[61.39802993]],59.0
[[54.84628601]],54.0
[[80.63818715]],80.0
[[26.51970236]],28.0
[[64.72470431]],64.0
[[73.07389198]],70.0
[[73.44318247]],71.0
[[43.89758508]],45.0
[[25.98326101]],17.0
[[65.74542943]],68.0
[[43.80652521]],41.0
[[25.98326101]],15.0
[[47.54639702]],46.0
[[80.96162211]],82.0
[[91.3968319]],90.0
[[69.71130045]],67.0
[[27.48932992]],26.0
[[33.09747759]],34.0
[[52.38739014]],51.0
[[55.10652309]],54.0
[[56.58331077]],54.0
[[27.74287462]],27.0
[[77.87597753]],74.0
[[62.79333555]],62.0
[[37.18076155]],36.0
[[61.79868658]],61.0
[[81.97427835]],80.0
[[73.75297706]],73.0
[[53.69878167]],56.0
[[70.22677524]],69.0
[[64.33063506]],62.0
[[75.64882429]],74.0
[[37.9257184]],38.0
[[77.25758835]],73.0
[[75.24082403]],76.0
[[30.37405682]],30.0
[[25.98326101]],15.0
[[51.99897147]],53.0
[[57.90577533]],57.0
[[64.48597866]],65.0
[[80.73859958]],82.0
[[42.67157538]],43.0
[[41.2540858]],41.0
[[27.51560389]],28.0
[[44.13444578]],43.0
[[31.03135357]],30.0
[[71.42901295]],71.0
[[81.278879]],80.0
[[25.98326101]],20.0
[[48.21741322]],48.0
[[42.82433791]],41.0
[[41.814949]],41.0
[[85.57660228]],83.0
[[69.91379242]],64.0
[[57.33814823]],58.0
[[50.04540502]],52.0
[[82.8020497]],80.0
[[36.12400057]],39.0
[[75.12080872]],73.0
[[37.91219675]],38.0
[[74.32507605]],73.0
[[25.98326101]],18.0
[[69.32398136]],69.0
[[60.19818921]],61.0
[[62.99832949]],65.0
[[74.3467853]],74.0
[[65.41912277]],64.0
[[67.64765251]],65.0
[[58.85344785]],61.0
[[41.19874526]],42.0
[[48.74534969]],46.0
[[61.49566347]],58.0
[[54.62149136]],55.0
[[85.13418009]],87.0
[[63.81693237]],65.0
[[38.92026239]],42.0
[[31.4361656]],28.0
[[43.84366066]],42.0
[[40.09274329]],43.0
[[51.50687305]],52.0
[[68.53781279]],68.0
[[87.69417464]],90.0
[[53.04447534]],53.0
[[48.00257828]],45.0
[[43.48958483]],46.0
[[69.0790731]],67.0
[[84.46760989]],84.0
[[51.83219883]],49.0
[[35.23963089]],39.0
[[59.94860207]],61.0
[[25.98326101]],21.0
[[25.98326101]],21.0
[[80.62417705]],79.0
[[79.13523049]],79.0
[[72.41002156]],74.0
[[36.81692382]],37.0
[[51.97132101]],51.0
[[69.2568122]],68.0
[[47.88126557]],45.0
[[59.30535504]],58.0
[[28.48736058]],30.0
[[67.49658299]],67.0
[[44.84118133]],47.0
[[79.63081175]],82.0
[[28.72510153]],29.0
[[80.62425615]],80.0
[[57.88228024]],60.0
[[36.48912196]],37.0
[[60.94483908]],60.0
[[58.92669826]],56.0
[[47.75021227]],49.0
[[25.98326101]],18.0
[[69.97610225]],68.0
[[40.10081217]],38.0
[[77.45063495]],75.0
[[58.19656046]],60.0
[[38.20396275]],39.0
[[72.9250079]],73.0
[[87.17879268]],86.0
[[61.29435018]],59.0
[[58.75303543]],58.0
[[25.98326101]],16.0
[[25.98326101]],23.0
[[73.92225167]],73.0
[[85.38792259]],87.0
[[80.48525269]],80.0
[[74.79320466]],74.0
[[66.15882466]],71.0
[[42.26904163]],44.0
[[82.16445324]],79.0
[[25.98326101]],16.0
[[75.09473257]],71.0
[[66.1352246]],66.0
[[25.98326101]],16.0
[[98.97327223]],99.0
[[84.98161536]],84.0
[[56.29284216]],56.0
[[34.63775378]],39.0
[[56.67157803]],60.0
[[76.08530526]],72.0
[[52.82823803]],57.0
[[30.10127897]],31.0
[[40.53459794]],37.0
[[88.56323681]],82.0
[[48.98876275]],47.0
[[81.36832496]],81.0
[[44.2488683]],44.0
[[91.91201605]],93.0
[[74.55347226]],74.0
[[65.50719223]],68.0
[[46.90860275]],43.0
[[38.40110694]],42.0
[[52.36102334]],57.0
[[37.98920691]],37.0
[[49.22292368]],51.0
[[49.94648781]],51.0
[[56.98566044]],56.0
[[40.22620116]],42.0
[[41.34892674]],41.0
[[75.3797484]],74.0
[[43.21283568]],42.0
[[38.83388595]],40.0
[[92.91213152]],90.0
[[45.17724989]],43.0
[[89.34015325]],89.0
[[67.72497919]],70.0
[[85.18273084]],84.0
[[59.3921271]],59.0
[[44.42363073]],41.0
[[73.72989132]],74.0
[[55.77765801]],55.0
[[31.54614211]],31.0
[[55.37083644]],55.0
[[71.11097298]],67.0
[[54.14899584]],54.0
[[79.69032897]],80.0
[[42.78442359]],41.0
[[76.37726907]],75.0
[[45.31786727]],45.0
[[68.33630169]],65.0
[[25.98326101]],18.0
[[54.1022172]],54.0
[[25.98326101]],19.0
[[54.02957395]],56.0
[[46.03674797]],48.0
[[80.63382024]],81.0
[[71.42921076]],70.0
[[31.72545551]],30.0
[[33.33571479]],29.0
[[33.25858592]],29.0
[[41.72927653]],39.0
[[56.30915642]],55.0
[[65.4039872]],67.0
[[45.62089038]],45.0
[[54.92471228]],55.0
[[27.35437685]],32.0
[[53.1464758]],50.0
[[92.55935309]],90.0
[[74.06306686]],72.0
[[47.39900815]],47.0
[[43.59428507]],46.0
[[44.60125112]],43.0
[[74.13590792]],75.0
[[81.09129891]],78.0
[[63.77524594]],65.0
[[62.12946513]],63.0
[[51.92313999]],56.0
[[78.04275017]],78.0
[[53.91075864]],56.0
[[49.65432618]],51.0
[[76.46266464]],73.0
[[35.57687814]],38.0
[[41.57630245]],39.0
[[61.21722131]],59.0
[[74.72563988]],77.0
[[30.85361447]],31.0
[[41.75562959]],44.0
[[44.38661398]],44.0
[[81.0926754]],81.0
[[56.88653168]],56.0
[[88.22429655]],90.0
[[32.46802911]],35.0
[[74.410076]],76.0
[[38.06076431]],36.0
[[53.97682822]],53.0
[[65.32528402]],63.0
[[28.23339873]],28.0
[[37.45452028]],34.0
[[84.57927942]],83.0
[[43.35325526]],44.0
[[62.40342167]],63.0
[[28.20732257]],30.0
[[70.78167591]],70.0
[[59.50666833]],59.0
[[35.0396941]],34.0
[[37.14452788]],34.0
[[93.67680998]],94.0
[[56.34357836]],59.0
[[77.49861816]],77.0
[[90.31419257]],89.0
[[46.4033783]],48.0
[[45.35608858]],44.0
[[45.51172282]],45.0
[[52.27434412]],52.0
[[51.26733845]],51.0
[[77.86213936]],75.0
[[53.22100988]],56.0
[[82.7402542]],82.0
[[58.50066942]],62.0
[[69.37115562]],69.0
[[36.38564002]],36.0
[[56.36997103]],56.0
[[57.55319471]],55.0
[[33.10841818]],35.0
[[87.31512225]],87.0
[[28.32017079]],29.0
[[71.81900593]],72.0
[[43.36976733]],43.0
[[67.6585931]],69.0
[[79.38869609]],79.0
[[63.57712087]],64.0
[[43.59318548]],43.0
[[25.98326101]],25.000000000000004
[[81.76908659]],82.0
[[41.75683416]],39.0
[[51.59246642]],53.0
[[26.76206382]],28.0
[[48.53140279]],48.0
[[85.48715633]],87.0
[[26.41314652]],23.0
[[60.31353939]],60.0
[[74.44719772]],73.0
[[69.19491173]],71.0
[[25.98326101]],22.0
[[81.49371394]],81.0
[[43.0143941]],41.0
[[25.98326101]],25.000000000000004
[[86.73377568]],87.0
[[83.81220397]],84.0
[[65.2164071]],64.0
[[43.32737692]],43.0
[[78.28098737]],76.0
[[74.91738908]],76.0
[[71.16033268]],69.0
[[25.98326101]],26.0
[[45.51192063]],46.0
[[52.42718575]],54.0
[[78.14048869]],79.0
[[36.33628032]],38.0
[[42.46098864]],44.0
[[89.63490967]],93.0
[[26.01965086]],25.000000000000004
[[50.97387943]],54.0
[[48.30151138]],50.0
[[66.99334618]],68.0
[[66.38172848]],65.0
[[25.98326101]],17.0
[[65.36637703]],63.0
[[42.25947754]],42.0
[[47.81220558]],48.0
[[32.9199363]],32.0
[[88.84018377]],89.0
[[65.84613249]],67.0
[[32.50366936]],31.0
[[25.98326101]],25.000000000000004
[[84.07930993]],89.0
[[76.49290989]],75.0
[[76.83047366]],74.0
[[73.90873002]],74.0
[[50.79057342]],49.0
[[71.79155328]],77.0
[[53.57469009]],54.0
[[59.77255598]],60.0
[[25.98326101]],21.0
[[83.1162112]],81.0
[[65.56611602]],70.0
[[38.50419326]],42.0
[[80.00449047]],77.0
[[48.61140337]],47.0
[[45.10271581]],45.0
[[25.98326101]],11.0
[[72.43480031]],72.0
[[88.97663205]],87.0
[[46.61821324]],46.0
[[35.17623521]],38.0
[[33.10712078]],36.0
[[48.37973985]],48.0
[[37.61035233]],36.0
[[52.76762122]],52.0
[[38.87897157]],37.0
[[44.34900382]],41.0
[[25.98326101]],26.0
[[44.02407366]],45.0
[[50.38694008]],48.0
[[26.09713913]],27.0
[[39.32102402]],40.0
[[50.17068903]],51.0
[[30.30129486]],29.0
[[92.85997921]],93.0
[[54.48933848]],56.0
[[62.40503559]],62.0
[[39.63945961]],38.0
[[88.43517393]],91.0
[[74.27632749]],69.0
[[70.96079151]],68.0
[[75.0795179]],71.0
[[26.25582536]],27.0
[[62.93076471]],62.0
[[69.86435363]],70.0
[[25.98326101]],18.0
[[37.23129994]],43.0
[[81.16571427]],79.0
[[52.80216187]],51.0
[[35.36899117]],33.0
[[88.02177869]],88.0
[[50.0041142]],51.0
[[65.86803954]],66.0
[[29.39184365]],23.999999999999996
[[45.9608374]],47.0
[[76.86779318]],77.0
[[25.98326101]],21.0
[[38.30336842]],39.0
[[84.55190587]],83.0
[[25.98326101]],15.0
[[69.50878259]],68.0
[[63.99319]],64.0
[[79.20279528]],78.0
[[80.90140092]],76.0
[[56.02813319]],57.0
[[28.9800486]],30.0
[[67.87523977]],68.0
[[61.52432069]],62.0
[[27.74417202]],28.0
[[46.99399831]],45.0
[[86.65794421]],87.0
[[77.33609372]],74.0
[[25.98326101]],28.0
[[47.19919007]],45.0
[[34.58670106]],31.0
[[77.2343048]],81.0
[[75.92289954]],76.0
[[25.98326101]],20.0
[[68.79366164]],68.0
[[32.86061689]],34.0
[[84.07781472]],83.0
[[61.54522098]],61.0
[[74.64173953]],76.0
[[70.75827365]],72.0
[[40.74825419]],40.0
[[50.12125023]],57.0
[[27.39039259]],26.0
[[25.98326101]],14.0
[[37.14323048]],38.0
[[77.6542524]],77.0
[[48.5920987]],50.0
[[55.82709681]],56.0
[[47.00653908]],45.0
[[54.95783682]],56.0
[[62.85552666]],61.0
[[51.78401782]],49.0
[[71.98310467]],69.0
[[39.19473326]],42.0
[[25.98326101]],20.0
[[42.42507149]],43.0
[[45.56019448]],47.0
[[29.88475102]],28.0
[[40.78288767]],39.0
[[67.20272835]],69.0
[[25.98326101]],18.0
[[73.64449576]],70.0
[[44.05034762]],46.0
[[50.33608517]],49.0
[[85.41419656]],85.0
[[82.5638125]],84.0
[[38.71546625]],41.0
[[25.98326101]],18.0
[[70.85760022]],71.0
[[92.59527024]],91.0
[[42.06792615]],47.0
[[74.07121484]],74.0
[[56.48132404]],53.0
[[36.98889363]],37.0
[[41.42755082]],45.0
[[26.48296631]],28.0
[[66.78138295]],68.0
[[82.09976016]],82.0
[[25.98326101]],28.0
[[48.49715278]],49.0
[[41.93974456]],42.0
[[62.99445103]],62.0
[[66.48949823]],65.0
[[47.71179316]],50.0
[[58.00618775]],56.0
[[77.33601462]],76.0
[[37.40932968]],39.0
[[65.8803825]],65.0
[[41.31171219]],43.0
[[67.52108484]],67.0
[[42.08185715]],41.0
[[32.63452484]],33.0
[[49.16112818]],47.0
[[34.54948651]],36.0
[[33.94046361]],36.0
[[32.56715787]],33.0
[[82.09976016]],78.0
[[66.02088117]],64.0
[[82.60510332]],83.0
[[54.13805526]],50.0
[[35.73271019]],37.0
[[67.62029269]],67.0
[[53.37357461]],50.0
[[45.11675179]],42.0
[[62.11255745]],61.0
[[54.01136887]],57.0
[[57.23773581]],56.0
[[51.03030582]],52.0
[[95.76920796]],95.0
[[55.98115674]],53.0
[[88.23405845]],89.0
[[76.26144418]],75.0
[[25.98326101]],23.999999999999996
[[58.08339572]],60.0
[[41.20173568]],42.0
[[69.03209665]],71.0
[[61.67489778]],61.0
[[38.26347997]],38.0
[[74.8511217]],74.0
[[54.64367532]],59.0
[[44.13731749]],47.0
[[25.98326101]],26.0
[[36.48912196]],38.0
[[69.33374326]],70.0
[[60.04773083]],61.0
[[35.35405341]],39.0
[[67.72497919]],66.0
[[85.67870772]],84.0
[[91.80026743]],88.0
[[61.93641853]],59.0
[[25.98326101]],17.0
[[43.9373016]],43.0
[[29.5321704]],35.0
[[25.98326101]],23.0
[[69.3327365]],66.0
[[44.73092792]],46.0
[[43.36866774]],44.0
[[40.81024749]],40.0
[[35.87332757]],37.0
[[25.98326101]],26.0
[[37.59941174]],38.0
[[79.21106197]],77.0
