Classified,Real
[[3180929.1457327]],3115000.0
[[3027753.53407108]],3115000.0
[[2765622.87740492]],3115000.0
[[3096337.87470988]],3080000.0
[[3447561.7463948]],3080000.0
[[2841928.36705109]],3010000.0
[[3524492.96602158]],3010000.0
[[3006847.04798471]],3010000.0
[[4469629.42669766]],3010000.0
[[3713265.84389626]],3003000.0
[[3793787.76895338]],2961000.0
[[3069701.71939994]],2940000.0
[[3081115.86815343]],2940000.0
[[2695071.9324085]],2940000.0
[[2851413.93317663]],2940000.0
[[2875956.59181152]],2940000.0
[[4352966.47772945]],2940000.0
[[2749899.87855592]],2870000.0
[[2792698.39073324]],2870000.0
[[3872132.23415742]],2870000.0
[[3915028.15278282]],2852500.0
[[3285271.60231968]],2835000.0
[[2598206.14381736]],2835000.0
[[3742661.55126162]],2800000.0
[[2752975.15456352]],2730000.0
[[2869759.46712924]],2695000.0
[[2856013.43728563]],2660000.0
[[3638732.04076476]],2660000.0
[[2651229.66075738]],2660000.0
[[2740618.00026976]],2660000.0
[[3763803.28941569]],2660000.0
[[3231074.9195566]],2653000.0
[[2786450.19534978]],2590000.0
[[2953068.7389087]],2590000.0
[[2884216.98774391]],2520000.0
[[3832290.78020329]],2520000.0
[[3142739.20754614]],2485000.0
[[2823998.35113456]],2485000.0
[[3225461.72492612]],2450000.0
[[3131217.92289027]],2450000.0
[[3344750.58369419]],2450000.0
[[2716470.40705503]],2380000.0
[[2698975.45998135]],2310000.0
[[2852243.04548594]],2275000.0
[[2070589.22190331]],2240000.0
[[2742241.26589063]],2135000.0
[[2724609.48581865]],2100000.0
[[2768941.96349858]],2100000.0
[[2603406.45091015]],1890000.0
[[2796655.58114276]],1890000.0
[[2526493.69929208]],1855000.0
[[2838137.05169633]],1750000.0
[[3027753.53407108]],1750000.0
